price,source_url,seats,name,year,typeOfCar,condition,origin,km_driven,city,transmission,fuels
365000000,https://oto.com.vn/mua-ban-xe-toyota-vios-hcm/can-ban-xe-15e-mt-nam-san-xuat-2018-mau-bac-aidxc8227502,5," Toyota Vios 1.5E MT 2018 - 365 triệu
            ", 2018, Sedan, Đã qua sử dụng, Trong nước, 49.000 km, Tp.HCM, Số tay, Xăng
610000000,https://oto.com.vn/mua-ban-xe-toyota-innova-can-tho/ban-xe-e-20mt-san-xuat-2019-mau-xam-aidxc7120624,8," Toyota Innova 2.0E 2019 - 610 triệu
            ", 2019, MPV, Đã qua sử dụng, Trong nước, 94.000 km, Cần Thơ, Số tay, Xăng
625000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/ban-xe-27v-4x2at-nam-2016-gia-canh-tranh-aidxc8109079,7," Toyota Fortuner 2.7 V 4X2 AT 2016 - 625 triệu
            ", 2016, SUV, Đã qua sử dụng, Trong nước, 47.000 km, Tp.HCM, Số tự động, Xăng
515000000,https://oto.com.vn/mua-ban-xe-toyota-vios-hcm/xe-15g-at-san-xuat-2020-mau-bac-gia-tot-aidxc8109221,5," Toyota Vios 1.5G AT 2020 - 515 triệu
            ", 2020, Sedan, Đã qua sử dụng, Trong nước, 25.000 km, Tp.HCM, Số tự động, Xăng
375000000,https://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/ban-o-to-15g-at-nam-2014-375tr-aidxc8132299,5," Toyota Vios 1.5G AT 2014 - 375 triệu
            ", 2014, Sedan, Đã qua sử dụng, Trong nước, 89.000 km, Hà Nội, Số tự động, Xăng
509000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/can-ban-lai-xe-27-at-4x4-san-xuat-2013-mau-den-gia-canh-tranh-aidxc7126347,5," Toyota Fortuner 2.7 V 4X4 AT 2013 - 509 triệu
            ", 2013, SUV, Đã qua sử dụng, Trong nước, 103.000 km, Hà Nội, Số tự động, Xăng
180000000,https://oto.com.vn/mua-ban-xe-toyota-innova-nghe-an/can-ban-gap-20e-nam-san-xuat-2006-mau-bac-gia-chi-180-trieu-aidxc7126412,8," Toyota Innova 2.0E 2006 - 180 triệu
            ", 2006, MPV, Đã qua sử dụng, Trong nước, 239.000 km, Nghệ An, Số tay, Xăng
986000000,https://oto.com.vn/mua-ban-xe-toyota-camry-hcm/ban-o-to-20g-nam-san-xuat-2021-mau-do-nhap-khau-aidxc7126447,5," Toyota Camry 2.0G 2021 - 986 triệu
            ", 2021, Sedan, Đã qua sử dụng, Nhập khẩu, 20.000 km, Tp.HCM, Số tự động, Xăng
378000000,https://oto.com.vn/mua-ban-xe-toyota-vios-hcm/can-ban-gap-15e-nam-san-xuat-2017-mau-bac-aidxc7131777,5," Toyota Vios 1.5 E CVT 2017 - 378 triệu
            ", 2017, Sedan, Đã qua sử dụng, Trong nước, 96.000 km, Tp.HCM, Số tự động, Xăng
3540000000,https://oto.com.vn/mua-ban-xe-toyota-land-cruiser-ha-noi/can-ban-xe-vx-46-v8-nam-san-xuat-2016-mau-den-aidxc7131949,8," Toyota Land Cruiser VX 4.6 V8 2016 - 3 tỉ 540 triệu
            ", 2016, SUV, Đã qua sử dụng, Nhập khẩu, 81.000 km, Hà Nội, Số tự động, Xăng
355000000,https://oto.com.vn/mua-ban-xe-toyota-vios-hcm/ban-xe-15at-san-xuat-nam-2016-mau-trang-aidxc9066581,5," Toyota Vios 1.5G AT 2016 - 355 triệu
            ", 2016, Sedan, Đã qua sử dụng, Trong nước, 96.000 km, Tp.HCM, Số tự động, Xăng
570000000,https://oto.com.vn/mua-ban-xe-toyota-rush-hcm/ban-15at-nam-san-xuat-2019-mau-trang-nhap-khau-gia-tot-aidxc11963827,5," Toyota Rush 1.5AT 2019 - 570 triệu
            ", 2019, SUV, Đã qua sử dụng, Nhập khẩu, 56.700 km, Tp.HCM, Số tự động, Xăng
320000000,https://oto.com.vn/mua-ban-xe-toyota-yaris-ha-noi/ban-xe-13at-san-xuat-2010-mau-trang-nhap-khau-aidxc11963906,5," Toyota Yaris E 1.3 AT 2010 - 320 triệu
            ", 2010, Hatchback, Đã qua sử dụng, Nhập khẩu, 97.000 km, Hà Nội, Số tự động, Xăng
265000000,https://oto.com.vn/mua-ban-xe-toyota-wigo-ha-noi/ban-nam-san-xuat-2019-mau-trang-265-trieu-aid1xc4098954,5," Toyota Wigo 1.2 G MT 2019 - 265 triệu
            ", 2019, Hatchback, Đã qua sử dụng, Trong nước, 30.000 km, Hà Nội, Số tay, Xăng
436000000,https://oto.com.vn/mua-ban-xe-toyota-yaris-hcm/ban-o-to-g-13at-nam-san-xuat-2014-mau-do-nhap-khau-aidxc11964266,5," Toyota Yaris 1.3G 2014 - 436 triệu
            ", 2014, Hatchback, Đã qua sử dụng, Nhập khẩu, 64.000 km, Tp.HCM, Số tự động, Xăng
390000000,https://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/ban-15g-at-san-xuat-nam-2015-390-trieu-aidxc7722483,5," Toyota Vios 1.5G AT 2015 - 390 triệu
            ", 2015, Sedan, Đã qua sử dụng, Trong nước, 97.690 km, Hà Nội, Số tự động, Xăng
793000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/xe-25g-nam-san-xuat-2017-mau-trang-con-moi-gia-tot-aidxc9067692,7," Toyota Fortuner 2.5G 4x2MT 2017 - 793 triệu
            ", 2017, SUV, Đã qua sử dụng, Trong nước, 40.000 km, Tp.HCM, Số tay, Diesel
295000000,https://oto.com.vn/mua-ban-xe-toyota-yaris-ha-noi/can-ban-xe-15e-san-xuat-nam-2009-mau-do-xe-nhap-chinh-chu-aidxc9069081,5," Toyota Yaris 1.5E 2009 - 295 triệu
            ", 2009, Hatchback, Đã qua sử dụng, Nhập khẩu, 80.000 km, Hà Nội, Số tự động, Xăng
420000000,https://oto.com.vn/mua-ban-xe-toyota-rav4-ha-noi/can-ban-lai-xe-24at-doi-2008-aidxc9055910,5," Toyota RAV4 XLE AWD 2008 - 420 triệu
            ", 2008, SUV, Đã qua sử dụng, Nhập khẩu, 40.000 km, Hà Nội, Số tự động, Xăng
490000000,https://oto.com.vn/mua-ban-xe-toyota-innova-binh-duong/can-ban-xe-20e-nam-san-xuat-2017-mau-bac-490tr-aidxc9104040,7," Toyota Innova 2.0E 2017 - 490 triệu
            ", 2017, MPV, Đã qua sử dụng, Trong nước, 80.000 km, Bình Dương, Số tay, Xăng
490000000,https://oto.com.vn/mua-ban-xe-toyota-yaris-ha-noi/ban-15g-san-xuat-2016-mau-do-nhap-khau-490-trieu-aidxc7970525,5," Toyota Yaris 1.5G 2016 - 490 triệu
            ", 2016, Hatchback, Đã qua sử dụng, Nhập khẩu, 50.000 km, Hà Nội, Số tự động, Xăng
640000000,https://oto.com.vn/mua-ban-xe-toyota-camry-dong-nai/can-ban-20e-san-xuat-2015-mau-den-640-trieu-aidxc9131676,5," Toyota Camry 2.0E 2015 - 640 triệu
            ", 2015, Sedan, Đã qua sử dụng, Trong nước, 18.000 km, Đồng Nai, Số tự động, Xăng
338000000,https://oto.com.vn/mua-ban-xe-toyota-vios-hcm/can-ban-lai-xe-15e-mt-san-xuat-2018-nhap-khau-aidxc7976558,5,"
                Toyota Vios 1.5E MT 2018 - 338 triệu
            ", 2018, Sedan, Đã qua sử dụng, Nhập khẩu, 53.000 km,"
Tp.HCM", Số tay, Xăng
470000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/ban-20g-san-xuat-nam-2016-mau-bac-aidxc11914567,8," Toyota Innova 2.0G 2016 - 470 triệu
            ", 2016, MPV, Đã qua sử dụng, Trong nước, 190.000 km, Tp.HCM, Số tay, Xăng
665000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/ban-20g-san-xuat-2019-mau-xam-aidxc11924243,7," Toyota Innova 2.0G 2019 - 665 triệu
            ", 2019, MPV, Đã qua sử dụng, Trong nước, 68.000 km, Tp.HCM, Số tự động, Xăng
868000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-binh-duong/can-ban-xe-24mt-4x2-san-xuat-2019-mau-trang-gia-tot-aidxc8016851,7," Toyota Fortuner 2.4 MT 4x2 2019 - 868 triệu
            ", 2019, SUV, Đã qua sử dụng, Trong nước, 64.000 km, Bình Dương, Số tay, Diesel
188000000,https://oto.com.vn/mua-ban-xe-toyota-innova-binh-duong/ban-o-to-20g-nam-2008-mau-bac-188tr-aidxc8028196,7," Toyota Innova 2.0G 2008 - 188 triệu
            ", 2008, MPV, Đã qua sử dụng, Trong nước, 100.000 km, Bình Dương, Số tay, Xăng
575000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-hcm/ban-xe-18g-cvt-nam-2016-aidxc8033797,5," Toyota Corolla Altis 1.8G CVT 2016 - 575 triệu
            ", 2016, Sedan, Đã qua sử dụng, Trong nước, 51.000 km, Tp.HCM, Số tự động, Xăng
759000000,https://oto.com.vn/mua-ban-xe-toyota-camry-binh-duong/ban-xe-20-e-san-xuat-nam-2017-aidxc8039496,5," Toyota Camry 2.0E 2017 - 759 triệu
            ", 2017, Sedan, Đã qua sử dụng, Trong nước, 90.000 km, Bình Dương, Số tự động, Xăng
665000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-thai-nguyen/xe-altis-18g-at-nam-san-xuat-2019-mau-den-aid1xc4009921,5," Toyota Corolla 1.8 G CVT 2019 - 665 triệu
            ", 2019, Sedan, Đã qua sử dụng, Trong nước, 35.000 km, Thái Nguyên, Số tự động, Xăng
350000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/ban-27-v-4x4-at-nam-san-xuat-2010-mau-xam-cam-ket-xe-khong-dam-dung-khong-ngap-nuoc-aidxc11918474,7," Toyota Fortuner 2.7 V 4X4 AT 2010 - 350 triệu
            ", 2010, SUV, Đã qua sử dụng, Trong nước, 47.000 km, Hà Nội, Số tự động, Xăng
950000000,https://oto.com.vn/mua-ban-xe-toyota-camry-hcm/ban-20g-nam-san-xuat-2019-mau-den-xe-nhap-aidxc11945068,5," Toyota Camry 2.0G 2019 - 950 triệu
            ", 2019, Sedan, Đã qua sử dụng, Nhập khẩu, 25.000 km, Tp.HCM, Số tự động, Xăng
665000000,https://oto.com.vn/mua-ban-xe-toyota-camry-ha-noi/ban-20e-nam-san-xuat-2015-mau-den-mot-chu-tu-moi-xe-duoc-giu-gin-cham-soc-nen-con-rat-moi-dong-co-hop-so-nguyen-ban-nha-san-xuat-aidxc6886830,5," Toyota Camry 2.0E 2015 - 665 triệu
            ", 2015, Sedan, Đã qua sử dụng, Trong nước, 66.000 km, Hà Nội, Số tự động, Xăng
565000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/ban-27v-nam-san-xuat-2015-mau-trang-con-moi-gia-tot-aidxc11945171,5," Toyota Fortuner 2.7V 4x2 2015 - 565 triệu
            ", 2015, SUV, Đã qua sử dụng, Trong nước, 55.245 km, Tp.HCM, Số tay, Diesel
340000000,https://oto.com.vn/mua-ban-xe-toyota-vios-kien-giang/can-ban-xe-e-nam-san-xuat-2018-mau-trang-aidxc11945332,5," Toyota Vios 1.5E MT 2018 - 340 triệu
            ", 2018, Sedan, Đã qua sử dụng, Trong nước, 97.000 km, Kiên Giang, Số tay, Xăng
655000000,https://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/can-ban-gap-20-venturer-at-san-xuat-2018-mau-den-aidxc8085578,8," Toyota Innova 2.0 Venturer AT 2018 - 655 triệu
            ", 2018, MPV, Đã qua sử dụng, Trong nước, 48.000 km, Hà Nội, Số tự động, Xăng
318000000,https://oto.com.vn/mua-ban-xe-toyota-vios-hcm/can-ban-xe-15e-mt-san-xuat-2016-aidxc8091153,5," Toyota Vios 1.5E MT 2016 - 318 triệu
            ", 2016, Sedan, Đã qua sử dụng, Trong nước, 80.000 km, Tp.HCM, Số tay, Xăng
695000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-bac-giang/can-ban-nhanh-chiec-2016-25g-so-san-aid1xc3467492,7," Toyota Fortuner 2016 - 695 triệu
            ", 2016, SUV, Đã qua sử dụng, Trong nước, 60.000 km, Bắc Giang, Số tay, Diesel
1180000000,https://oto.com.vn/mua-ban-xe-toyota-camry-ha-noi/ban-25q-san-xuat-2020-mau-trang-nhap-khau-xe-ca-nhan-giu-ky-cuc-dep-aidxc6883388,5," Toyota Camry 2.5Q 2020 - 1 tỉ 180 triệu
            ", 2020, Sedan, Đã qua sử dụng, Nhập khẩu, 20.000 km, Hà Nội, Số tự động, Xăng
930000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/can-ban-lai-xe-27v-san-xuat-nam-2020-mau-xam-con-moi-aidxc7618573,7," Toyota Fortuner 2.7V 4x2 2020 - 930 triệu
            ", 2020, SUV, Đã qua sử dụng, Trong nước, 5.000 km, Tp.HCM, Số tay, Diesel
2690000000,https://oto.com.vn/mua-ban-xe-toyota-tundra-hcm/ban-o-to-doi-2015-mau-trang-nhap-khau-aidxc3421162,5," Toyota Tundra 2015 - 2 tỉ 690 triệu
            ", 2015, Pick-up Truck, Đã qua sử dụng, Nhập khẩu, 46.000 km, Tp.HCM, Số tự động, Xăng
570000000,https://oto.com.vn/mua-ban-xe-toyota-camry-ha-noi/ban-20e-nam-2014-mau-bac-570-trieu-aidxc8115174,5," Toyota Camry 2.0E 2014 - 570 triệu
            ", 2014, Sedan, Đã qua sử dụng, Trong nước, 60.000 km, Hà Nội, Số tự động, Xăng
445000000,https://oto.com.vn/mua-ban-xe-toyota-land-cruiser-ha-noi/can-ban-gap-gx-nam-2003-mau-trang-nhap-khau-nguyen-chiec-aidxc7635306,7," Toyota Land Cruiser 2003 - 445 triệu
            ", 2003, SUV, Đã qua sử dụng, Nhập khẩu, 80.000 km, Hà Nội, Số tay, Xăng
755000000,https://oto.com.vn/mua-ban-xe-toyota-camry-hcm/ban-20e-nam-2017-mau-den-755-trieu-aidxc8120643,5," Toyota Camry 2.0E 2017 - 755 triệu
            ", 2017, Sedan, Đã qua sử dụng, Trong nước, 90.000 km, Tp.HCM, Số tự động, Xăng
355000000,https://oto.com.vn/mua-ban-xe-toyota-wigo-hcm/ban-12g-mt-nam-san-xuat-2020-mau-trang-gia-chi-355-trieu-aidxc8126403,5," Toyota Wigo 1.2 G MT 2020 - 355 triệu
            ", 2020, Hatchback, Đã qua sử dụng, Trong nước, 5.000 km, Tp.HCM, Số tay, Xăng
1550000000,https://oto.com.vn/mua-ban-xe-toyota-alphard-ha-noi/ban-35-v6-nam-2012-mau-trang-xe-nhap-con-moi-aidxc8881328,7," Toyota Alphard 2012 - 1 tỉ 550 triệu
            ", 2012, Van/Minivan, Đã qua sử dụng, Nhập khẩu, 90.000 km, Hà Nội, Số tự động, Xăng
360000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-ha-noi/ban-18g-san-xuat-nam-2009-mau-bac-aid1xc4083552,5," Toyota Corolla Altis 1.8G 2009 - 360 triệu
            ", 2009, Sedan, Đã qua sử dụng, Trong nước, 95.000.000 km, Hà Nội, Số tự động, Xăng
345000000,https://oto.com.vn/mua-ban-xe-toyota-camry-hung-yen/can-ban-lai-xe-24g-nam-2006-345tr-aidxc8144075,5," Toyota Camry 2.4G 2006 - 345 triệu
            ", 2006, Sedan, Đã qua sử dụng, Trong nước, 170.000 km, Hưng Yên, Số tay, Xăng
770000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/ban-o-to-27v-nam-2016-mau-xam-nhap-khau-nguyen-chiec-con-moi-aidxc7652969,7," Toyota Fortuner 2.7 V 4X2 AT 2016 - 770 triệu
            ", 2016, SUV, Đã qua sử dụng, Nhập khẩu, 70.000 km, Hà Nội, Số tự động, Xăng
755000000,https://oto.com.vn/mua-ban-xe-toyota-hilux-ha-noi/can-ban-gap-28g-4x4-at-san-xuat-2017-mau-bac-nhap-khau-aidxc8150265,5," Toyota Hilux 2.8G 4×4 AT 2017 - 755 triệu
            ", 2017, Pick-up Truck, Đã qua sử dụng, Nhập khẩu, 68.000 km, Hà Nội, Số tự động, Diesel
225000000,https://oto.com.vn/mua-ban-xe-toyota-innova-dong-nai/xe-20g-nam-2006-mau-bac-aidxc8156201,8," Toyota Innova 2.0G 2006 - 225 triệu
            ", 2006, MPV, Đã qua sử dụng, Trong nước, 300.000 km, Đồng Nai, Số tay, Xăng
179000000,https://oto.com.vn/mua-ban-xe-toyota-vios-binh-duong/ban-xe-15g-at-san-xuat-nam-2003-mau-bac-nhap-khau-aidxc8161909,5," Toyota Vios 1.5G AT 2003 - 179 triệu
            ", 2003, Sedan, Đã qua sử dụng, Nhập khẩu, 180.000 km, Bình Dương, Số tay, Hybrid
455000000,https://oto.com.vn/mua-ban-xe-toyota-innova-can-tho/can-ban-20e-san-xuat-2017-mau-trang-gia-chi-455-trieu-aidxc8168332,8," Toyota Innova 2.0E 2017 - 455 triệu
            ", 2017, MPV, Đã qua sử dụng, Trong nước, 28.000 km, Cần Thơ, Số tay, Xăng
605000000,https://oto.com.vn/mua-ban-xe-toyota-camry-hcm/xe-25g-san-xuat-nam-2013-xe-nhap-aidxc8174112,5," Toyota Camry 2.5G 2013 - 605 triệu
            ", 2013, Sedan, Đã qua sử dụng, Nhập khẩu, 90.000 km, Tp.HCM, Số tự động, Xăng
268000000,https://oto.com.vn/mua-ban-xe-toyota-innova-dong-nai/ban-20g-san-xuat-2008-mau-bac-aidxc11904666,8," Toyota Innova 2.0G 2008 - 268 triệu
            ", 2008, MPV, Đã qua sử dụng, Trong nước, 152.000 km, Đồng Nai, Số tay, Xăng
495000000,https://oto.com.vn/mua-ban-xe-toyota-camry-ha-noi/can-ban-xe-24g-nam-2010-mau-den-gia-495tr-aid1xc4077974,5," Toyota Camry 2.4G 2010 - 495 triệu
            ", 2010, Sedan, Đã qua sử dụng, Trong nước, 82.000 km, Hà Nội, Số tự động, Xăng
340000000,https://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/can-ban-gap-20e-nam-san-xuat-2015-mau-bac-gia-tot-aidxc8180218,8," Toyota Innova 2.0E 2015 - 340 triệu
            ", 2015, MPV, Đã qua sử dụng, Trong nước, 80.000 km, Hà Nội, Số tay, Xăng
50000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-thai-nguyen/ban-xe-mt-san-xuat-1989-mau-trang-50-trieu-aidxc11905036,5," Toyota Corolla 1989 - 50 triệu
            ", 1989, Sedan, Đã qua sử dụng, Trong nước, 100.000 km, Thái Nguyên, Số tay, Xăng
839000000,https://oto.com.vn/mua-ban-xe-toyota-highlander-ha-noi/ban-o-to-27l-nam-san-xuat-2011-mau-trang-nhap-khau-aidxc9143570,5," Toyota Highlander 2.7L LE 2011 - 839 triệu
            ", 2011, SUV, Đã qua sử dụng, Nhập khẩu, 89.000 km, Hà Nội, Số tự động, Xăng
615000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/can-ban-20v-san-xuat-2017-so-tu-dong-aidxc9056133,7," Toyota Innova 2.0V 2017 - 615 triệu
            ", 2017, MPV, Đã qua sử dụng, Trong nước, 48.000 km, Tp.HCM, Số tự động, Xăng
548000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-ha-noi/xe-18g-at-san-xuat-2015-mau-den-so-tu-dong-aidxc9056171,5," Toyota Corolla Altis 1.8G AT 2015 - 548 triệu
            ", 2015, Sedan, Đã qua sử dụng, Trong nước, 68.000 km, Hà Nội, Số tự động, Xăng
515000000,https://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/ban-o-to-g-15at-nam-2019-mau-do-gia-canh-tranh-aidxc11894948,5," Toyota Vios 1.5G AT 2019 - 515 triệu
            ", 2019, Sedan, Đã qua sử dụng, Trong nước, 39.000 km, Hà Nội, Số tự động, Xăng
470000000,https://oto.com.vn/mua-ban-xe-toyota-camry-vinh-phuc/can-ban-gap-24g-nam-san-xuat-2010-mau-den-470-trieu-aidxc8251170,5," Toyota Camry 2.4G 2010 - 470 triệu
            ", 2010, Sedan, Đã qua sử dụng, Trong nước, 110.000 km, Vĩnh Phúc, Số tự động, Xăng
625000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/ban-27v-san-xuat-2016-mau-bac-chinh-chu-aidxc9057855,7," Toyota Fortuner 2.7V 4x2 2016 - 625 triệu
            ", 2016, SUV, Đã qua sử dụng, Trong nước, 65.000 km, Hà Nội, Số tự động, Xăng
175000000,https://oto.com.vn/mua-ban-xe-toyota-zace-dong-nai/can-ban-xe-gl-nam-2004-175tr-aidxc8251357,8," Toyota Zace 2004 - 175 triệu
            ", 2004, SUV, Đã qua sử dụng, Trong nước, 157.000 km, Đồng Nai, Số tay, Xăng
690000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-ha-noi/ban-20v-san-xuat-2018-mau-trang-lich-su-dep-may-moc-nguyen-ban-aidxc6887044,5," Toyota Corolla Altis 2018 - 690 triệu
            ", 2018, Sedan, Đã qua sử dụng, Trong nước, 29.000 km, Hà Nội, Số tự động, Xăng
645000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-ha-noi/ban-18g-nam-2018-mau-den-gia-tot-aidxc9275373,5," Toyota Corolla Altis 1.8G AT 2018 - 645 triệu
            ", 2018, Sedan, Đã qua sử dụng, Trong nước, 50.000 km, Hà Nội, Số tự động, Xăng
950000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/ban-24g-4x2-at-may-dau-nam-2019-mau-den-chu-xe-giu-ky-xe-con-rat-moi-dep-nguyen-aidxc6890442,7," Toyota Fortuner 2.4G 4x2 2019 - 950 triệu
            ", 2019, SUV, Đã qua sử dụng, Trong nước, 39.000 km, Tp.HCM, Số tự động, Diesel
195000000,https://oto.com.vn/mua-ban-xe-toyota-innova-thai-binh/can-ban-20g-san-xuat-nam-2008-mau-bac-gia-195tr-aidxc8517813,8," Toyota Innova 2.0G 2008 - 195 triệu
            ", 2008, MPV, Đã qua sử dụng, Trong nước, 40.000 km, Thái Bình, Số tay, Xăng
989000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/ban-27v-4x2at-san-xuat-2020-mau-trang-nhap-khau-aidxc9067974,7," Toyota Fortuner 2.7V 4x2 2020 - 989 triệu
            ", 2020, SUV, Đã qua sử dụng, Nhập khẩu, 27.000 km, Tp.HCM, Số tự động, Xăng
353000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/can-ban-27v-san-xuat-nam-2009-mau-den-con-moi-aidxc9295472,7," Toyota Fortuner 2.7V 4x2 2009 - 353 triệu
            ", 2009, SUV, Đã qua sử dụng, Trong nước, 193.000 km, Tp.HCM, Số tự động, Xăng
666000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-thai-binh/can-ban-18g-at-nam-san-xuat-2019-mau-den-aid1xc4070226,5," Toyota Corolla Altis 1.8G 2019 - 666 triệu
            ", 2019, Sedan, Đã qua sử dụng, Trong nước, 35.000 km, Thái Bình, Số tự động, Xăng
248000000,https://oto.com.vn/mua-ban-xe-toyota-innova-dak-lak/ban-o-to-g-san-xuat-2011-mau-bac-aidxc11884836,8," Toyota Innova 2.0G 2011 - 248 triệu
            ", 2011, MPV, Đã qua sử dụng, Trong nước, 158.000 km, Đắk Lắk, Số tay, Xăng
92000000,https://oto.com.vn/mua-ban-xe-toyota-camry-hcm/ban-xe-xle-san-xuat-1992-mau-den-nhap-khau-aidxc9069150,5," Toyota Camry XLE 1992 - 92 triệu
            ", 1992, Sedan, Đã qua sử dụng, Nhập khẩu, 200.000 km, Tp.HCM, Số tự động, Xăng
355000000,https://oto.com.vn/mua-ban-xe-toyota-vios-tay-ninh/can-ban-lai-xe-15e-mt-san-xuat-nam-2016-mau-bac-aidxc11795723,5," Toyota Vios 1.5E MT 2016 - 355 triệu
            ", 2016, Sedan, Đã qua sử dụng, Trong nước, 122.000 km, Tây Ninh, Số tay, Xăng
448000000,https://oto.com.vn/mua-ban-xe-toyota-avanza-ha-noi/can-ban-xe-15g-at-nam-san-xuat-2018-mau-bac-dong-xe-nhap-ten-tu-nhan-mot-chu-tu-moi-aidxc5585912,7," Toyota Avanza 1.5G AT 2018 - 448 triệu
            ", 2018, Van/Minivan, Đã qua sử dụng, Nhập khẩu, 55.000 km, Hà Nội, Số tự động, Xăng
370000000,https://oto.com.vn/mua-ban-xe-toyota-camry-ha-noi/can-ban-24g-nam-san-xuat-2007-mau-den-370-trieu-aidxc8607619,5," Toyota Camry 2.4G 2007 - 370 triệu
            ", 2007, Sedan, Đã qua sử dụng, Trong nước, 120.000 km, Hà Nội, Số tự động, Xăng
640000000,https://oto.com.vn/mua-ban-xe-toyota-innova-dak-lak/can-ban-lai-xe-20g-nam-san-xuat-2020-mau-trang-aidxc11875360,8," Toyota Innova 2.0G 2020 - 640 triệu
            ", 2020, MPV, Đã qua sử dụng, Trong nước, 39.000 km, Đắk Lắk, Số tay, Xăng
475000000,https://oto.com.vn/mua-ban-xe-toyota-innova-tay-ninh/ban-o-to-20e-nam-2017-mau-bac-aidxc8624974,8," Toyota Innova 2.0E 2017 - 475 triệu
            ", 2017, MPV, Đã qua sử dụng, Trong nước, 68.452 km, Tây Ninh, Số tay, Xăng
340000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-ha-noi/ban-18g-san-xuat-nam-2009-mau-den-nhap-khau-chinh-chu-aidxc11855500,5," Toyota Corolla Altis 1.8G AT 2009 - 340 triệu
            ", 2009, Sedan, Đã qua sử dụng, Nhập khẩu, 15.000 km, Hà Nội, Số tự động, Xăng
379000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/ban-27v-san-xuat-nam-2009-mau-bac-con-moi-aidxc11855709,7," Toyota Fortuner 2.7V 4x2 2009 - 379 triệu
            ", 2009, SUV, Đã qua sử dụng, Trong nước, 90.000 km, Tp.HCM, Số tự động, Xăng
610000000,https://oto.com.vn/mua-ban-xe-toyota-camry-dong-nai/xe-20-e-san-xuat-2013-mau-den-aidxc8700836,5," Toyota Camry 2.0E 2013 - 610 triệu
            ", 2013, Sedan, Đã qua sử dụng, Trong nước, 86.000 km, Đồng Nai, Số tự động, Xăng
438000000,https://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/can-ban-gap-20v-san-xuat-2015-mau-bac-aidxc8706506,8," Toyota Innova 2.0V 2015 - 438 triệu
            ", 2015, MPV, Đã qua sử dụng, Trong nước, 96.000 km, Hà Nội, Số tự động, Xăng
430000000,https://oto.com.vn/mua-ban-xe-toyota-innova-can-tho/can-ban-xe-20g-nam-2013-mau-bac-xe-gia-dinh-aidxc9131893,8," Toyota Innova 2.0G 2013 - 430 triệu
            ", 2013, MPV, Đã qua sử dụng, Trong nước, 44.000 km, Cần Thơ, Số tự động, Xăng
160000000,https://oto.com.vn/mua-ban-xe-toyota-camry-ha-noi/can-ban-xe-csi-san-xuat-2001-gia-chi-160-trieu-aid1xc3471808,5," Toyota Camry 2001 - 160 triệu
            ", 2001, Sedan, Đã qua sử dụng, Trong nước, 170.000 km, Hà Nội, Số tự động, Xăng
185000000,https://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/can-ban-lai-xe-e-nam-2010-mau-den-xe-gia-dinh-cam-ket-khong-dam-va-ngap-nuoc-aidxc5586110,5," Toyota Vios 1.5E MT 2010 - 185 triệu
            ", 2010, Sedan, Đã qua sử dụng, Trong nước, 171.198 km, Hà Nội, Số tay, Xăng
138000000,https://oto.com.vn/mua-ban-xe-toyota-aygo-lam-dong/can-ban-xe-10mt-nam-2006-mau-do-nhap-khau-nguyen-chiec-gia-tot-aidxc11815088,5," Toyota Aygo 1.0 MT 2006 - 138 triệu
            ", 2006, Hatchback, Đã qua sử dụng, Nhập khẩu, 115.000 km, Lâm Đồng, Số tay, Xăng
