price,source_url,seats,name,year,typeOfCar,condition,origin,km_driven,city,transmission,fuels
415000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-ha-noi/can-ban-gap-18g-mt-san-xuat-2013-mau-den-gia-415tr-aidxc3472392,5," Toyota Corolla Altis 1.8G MT 2013 - 415 triệu
            ", 2013, Sedan, Đã qua sử dụng, Trong nước, 90.000 km, Hà Nội, Số tay, Xăng
590000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-binh-duong/can-ban-gap-doi-2014-mau-bac-xe-nhap-aidxc3457930,7," Toyota Fortuner 2.5G 4x2MT 2014 - 590 triệu
            ", 2014, SUV, Đã qua sử dụng, Nhập khẩu, 94.000 km, Bình Dương, Số tay, Diesel
640000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/can-ban-xe-g-san-xuat-nam-2016-aidxc3444933,7," Toyota Fortuner 2.5G 4x2MT 2016 - 640 triệu
            ", 2016, SUV, Đã qua sử dụng, Trong nước, 95.000 km, Tp.HCM, Số tay, Diesel
195000000,https://oto.com.vn/mua-ban-xe-toyota-innova-binh-duong/ban-20g-nam-san-xuat-2008-mau-bac-xe-nhap-195-trieu-aidxc3439101,8," Toyota Innova 2.0G 2008 - 195 triệu
            ", 2008, MPV, Đã qua sử dụng, Nhập khẩu, 238.000 km, Bình Dương, Số tay, Xăng
640000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-ha-noi/ban-gap-xe-altis-18g-san-xuat-2018-mau-trang-xe-dep-bien-dep-gia-dep-aid1xc7080893,5," Toyota Corolla 1.8 G CVT 2018 - 640 triệu
            ", 2018, Sedan, Đã qua sử dụng, Trong nước, 36.000 km, Hà Nội, Số tự động, Xăng
650000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-ha-noi/ban-xe-o-to-altis-18g-san-xuat-nam-2018-mau-den-xe-ca-nhan-su-dung-start-stop-smartkey-gia-canh-tranh-aid1xc7060274,5," Toyota Corolla 1.8 G CVT 2018 - 650 triệu
            ", 2018, Sedan, Đã qua sử dụng, Trong nước, 56.000 km, Hà Nội, Số tự động, Xăng
655000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/ban-gap-xe-27-sportivo-4x4-at-nam-2014-mau-trang-gia-canh-tranh-aid1xc6990682,7," Toyota Fortuner 2.7 4X4AT* 2014 - 655 triệu
            ", 2014, SUV, Đã qua sử dụng, Trong nước, 60.000 km, Hà Nội, Số tự động, Xăng
658000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/ban-xe-27-4x2-at-mau-den-nam-san-xuat-2016-day-du-giay-to-hop-phap-ly-cam-ket-ky-nhan-van-ban-100-aid1xc6990675,7," Toyota Fortuner 2.7 4X2AT* 2016 - 658 triệu
            ", 2016, SUV, Đã qua sử dụng, Trong nước, 56.000 km, Hà Nội, Số tự động, Xăng
888000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/ban-xe-27-4x2-at-nam-2018-mau-trang-gia-canh-tranh-thu-tuc-sang-ten-nhanh-gon-hop-phap-ly-aid1xc6990666,7," Toyota Fortuner 2.7 4X2AT* 2018 - 888 triệu
            ", 2018, SUV, Đã qua sử dụng, Trong nước, 56.000 km, Hà Nội, Số tự động, Xăng
1100000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/can-ban-xe-nam-2018-may-dau-28-4x4at-mau-den-dong-co-hop-so-nguyen-ban-giay-to-day-du-hop-phap-ly-aid1xc6990651,7," Toyota Fortuner 2.8 V 4X4 AT 2018 - 1 tỉ 100 triệu
            ", 2018, SUV, Đã qua sử dụng, Trong nước, 28.000 km, Hà Nội, Số tự động, Diesel
599000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/ban-xe-27-4x2-at-mau-den-nam-2014-xe-dep-may-moc-zin-nguyen-ban-check-test-thoai-mai-aid1xc7632761,7," Toyota Fortuner 2.7 4X2AT* 2014 - 599 triệu
            ", 2014, SUV, Đã qua sử dụng, Trong nước, 57.000 km, Hà Nội, Số tự động, Xăng
525000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/ban-xe-27-4x2-at-nam-san-xuat-2012-mau-den-xe-dep-khong-loi-nho-giay-to-day-du-sang-ten-hop-phap-ly-aid1xc7634774,7," Toyota Fortuner 2012 - 525 triệu
            ", 2012, SUV, Đã qua sử dụng, Trong nước, 83.000 km, Hà Nội, Số tự động, Xăng
690000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-ha-noi/ban-xe-20-nam-2018-mau-trang-nguon-goc-phap-ly-ro-rang-minh-bach-aid1xc7598040,5," Toyota Corolla Altis 2.0 AT 2018 - 690 triệu
            ", 2018, Sedan, Đã qua sử dụng, Trong nước, 29.000 km, Hà Nội, Số tự động, Xăng
1245000000,https://oto.com.vn/mua-ban-xe-toyota-land-cruiser-ha-noi/can-ban-xe-prado-txl-san-xuat-2012-mau-den-xe-zin-nguyen-ban-tuyet-doi-bao-check-hang-toan-quoc-aid1xc7591233,7," Toyota Land Cruiser TXL 2012 - 1 tỉ 245 triệu
            ", 2012, SUV, Đã qua sử dụng, Trong nước, 74.000 km, Hà Nội, Số tự động, Xăng
295000000,https://oto.com.vn/mua-ban-xe-toyota-yaris-ha-noi/can-ban-gap-xe-13-at-nhap-khau-mau-bac-xe-gia-dinh-di-giu-gin-rat-can-than-aid1xc7113537,5," Toyota Yaris E 1.3 AT 2010 - 295 triệu
            ", 2010, Hatchback, Đã qua sử dụng, Nhập khẩu, 60.000 km, Hà Nội, Số tự động, Xăng
535000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-binh-duong/san-xuat-2015-dong-co-18at-ban-g-goc-thanh-pho-aidxc6823854,5," Toyota Corolla Altis 1.8AT 2015 - 535 triệu
            ", 2015, Sedan, Đã qua sử dụng, Trong nước, 60.000 km, Bình Dương, Số tự động, Xăng
640000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-ha-noi/can-ban-gap-nam-2018-nhap-khau-gia-tot-640tr-aidxc5304444,5," Toyota Corolla Altis 1.8E CVT 2018 - 640 triệu
            ", 2018, Sedan, Đã qua sử dụng, Nhập khẩu, 45.000 km, Hà Nội, Số tự động, Xăng
340000000,https://oto.com.vn/mua-ban-xe-toyota-vios-hai-phong/ban-e-2017-gia-co-giam-aidxc9169614,5," Toyota Vios 1.5E MT 2017 - 340 triệu
            ", 2017, Sedan, Đã qua sử dụng, Trong nước, 80.000 km, Hải Phòng, Số tay, Xăng
685000000,https://oto.com.vn/mua-ban-xe-toyota-camry-bac-lieu/ban-25q-dang-ky-lan-dau-2014-xe-gia-dinh-gia-chi-685tr-aidxc7518593,5," Toyota Camry 2.5Q 2014 - 685 triệu
            ", 2014, Sedan, Đã qua sử dụng, Trong nước, 54.000 km, Bạc Liêu, Số tự động, Xăng
510000000,https://oto.com.vn/mua-ban-xe-toyota-rav4-ha-noi/ban-sx-2008-ban-limiter-nhap-khau-gia-510tr-aidxc3459432,5," Toyota RAV4 Limited 2008 - 510 triệu
            ", 2008, SUV, Đã qua sử dụng, Nhập khẩu, 123.456 km, Hà Nội, Số tự động, Xăng
362000000,https://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/ban-e-xin-2016-bien-372tr-aidxc3691119,7," Toyota Innova 2.0E 2016 - 362 triệu
            ", 2016, MPV, Đã qua sử dụng, Trong nước, 62.862 km, Hà Nội, Số tay, Xăng
520000000,https://oto.com.vn/mua-ban-xe-toyota-yaris-hcm/ban-g-15-2017-nhap-thai-lan-moi-95-aidxc9160628,5," Toyota Yaris 1.5G 2017 - 520 triệu
            ", 2017, Hatchback, Đã qua sử dụng, Nhập khẩu, 13.000 km, Tp.HCM, Số tự động, Xăng
419000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-ha-noi/ban-gap-xe-corola-atisss-20-san-xuat-2013-mau-den-ten-ca-nhan-may-so-nguyen-zin-aid1xc10004148,5," Toyota Corolla Altis 2.0 AT 2013 - 419 triệu
            ", 2013, Sedan, Đã qua sử dụng, Trong nước, 80.000 km, Hà Nội, Số tự động, Xăng
650000000,https://oto.com.vn/mua-ban-xe-toyota-innova-dak-nong/can-ban-xe-gia-dinh-san-xuat-2019-aidxc10931673,7," Toyota Innova 2.0G 2019 - 650 triệu
            ", 2019, MPV, Đã qua sử dụng, Nhập khẩu, 50.000 km, Đắk Nông, Số tự động, Xăng
960000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-binh-duong/san-xuat-2019-dong-co-27at-ban-may-xang-2wd-nhap-khau-indonesia-aidxc6768678,5," Toyota Fortuner 2.7 V 4X2 AT 2019 - 960 triệu
            ", 2019, SUV, Đã qua sử dụng, Nhập khẩu, 48.000 km, Bình Dương, Số tự động, Xăng
575000000,https://oto.com.vn/mua-ban-xe-toyota-yaris-binh-duong/san-xuat-122018-dong-co-15g-nhap-khau-thai-land-di-luot-moi-1-van-kilomet-aidxc6773053,5," Toyota Yaris 1.5G 2018 - 575 triệu
            ", 2018, Hatchback, Đã qua sử dụng, Nhập khẩu, 13.000 km, Bình Dương, Số tự động, Xăng
490000000,https://oto.com.vn/mua-ban-xe-toyota-vios-binh-duong/san-xuat-2019-dong-co-15at-ban-g-mot-chu-tu-dau-aidxc6763854,5," Toyota Vios 1.5G AT 2019 - 490 triệu
            ", 2019, Sedan, Đã qua sử dụng, Trong nước, 20.000 km, Bình Dương, Số tự động, Xăng
243000000,https://oto.com.vn/mua-ban-xe-toyota-vios-hai-duong/chinh-chu-can-ban-gap-2012-gia-chi-243-trieu-aidxc5619820,5," Toyota Vios 1.5E MT 2012 - 243 triệu
            ", 2012, Sedan, Đã qua sử dụng, Trong nước, 90.000 km, Hải Dương, Số tay, Xăng
590000000,https://oto.com.vn/mua-ban-xe-toyota-innova-binh-duong/san-xuat-2019-dong-co-20mt-ban-e-aidxc3430156,7," Toyota Innova 2.0E 2019 - 590 triệu
            ", 2019, MPV, Đã qua sử dụng, Trong nước, 20.000 km, Bình Dương, Số tay, Xăng
295000000,https://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/can-ban-gap-15-e-2016-mau-ghi-vang-chinh-chu-bien-30a-290tr-aid1xc5387970,5," Toyota Vios 1.5E MT 2016 - 295 triệu
            ", 2016, Sedan, Đã qua sử dụng, Trong nước, 80.465 km, Hà Nội, Số tay, Xăng
358000000,https://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/can-ban-gap-20e-nam-2016-bien-aidxc5561631,8," Toyota Innova 2.0E 2016 - 358 triệu
            ", 2016, MPV, Đã qua sử dụng, Trong nước, 65.666 km, Hà Nội, Số tay, Xăng
388000000,https://oto.com.vn/mua-ban-xe-toyota-rav4-ha-noi/ban-limited-awd-san-xuat-nam-2007-xe-nhap-my-gia-dinh-chay-rat-lanh-aidxc3453930,5," Toyota RAV4 Limited AWD 2007 - 388 triệu
            ", 2007, SUV, Đã qua sử dụng, Nhập khẩu, 96.596 km, Hà Nội, Số tự động, Xăng
326000000,https://oto.com.vn/mua-ban-xe-toyota-vios-hai-phong/ban-15g-at-doi-2015-it-su-dung-xe-gia-dinh-su-dung-khong-taxi-aidxc6387990,5," Toyota Vios 1.5G AT 2015 - 326 triệu
            ", 2015, Sedan, Đã qua sử dụng, Trong nước, 8.643 km, Hải Phòng, Số tay, Xăng
450000000,https://oto.com.vn/mua-ban-xe-toyota-previa-hcm/mt-nhap-my-2004-may-dau-7-cho-hang-hiem-co-aidxc3480981,7," Toyota Previa 2004 - 450 triệu
            ", 2004, Van/Minivan, Đã qua sử dụng, Nhập khẩu, 88.000 km, Tp.HCM, Số tay, Diesel
428000000,https://oto.com.vn/mua-ban-xe-toyota-vios-hai-phong/can-ban-xe-e-nam-2020-xe-gia-dinh-di-2-van-km-aidxc4135492,5," Toyota Vios 1.5E MT 2020 - 428 triệu
            ", 2020, Sedan, Đã qua sử dụng, Trong nước, 20.000 km, Hải Phòng, Số tay, Xăng
350000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-binh-duong/can-ban-gap-18g-at-dang-ky-2009-it-su-dung-gia-tot-350tr-aidxc7159338,5," Toyota Corolla Altis 1.8G AT 2009 - 350 triệu
            ", 2009, Sedan, Đã qua sử dụng, Trong nước, 110.000 km, Bình Dương, Số tự động, Xăng
535000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/can-ban-lai-xe-v-doi-2013-mau-bac-so-tu-dong-aid1xc2801145,7," Toyota Fortuner 2.7V 4x2 2013 - 535 triệu
            ", 2013, SUV, Đã qua sử dụng, Nhập khẩu, 68.000 km, Tp.HCM, Số tự động, Xăng
679000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/ban-gap-20e-so-san-2021-xe-nhu-moi-99-khong-1-vet-xuoc-aidxc7174496,7," Toyota Innova 2.0E 2021 - 679 triệu
            ", 2021, MPV, Đã qua sử dụng, Trong nước, 5.000 km, Tp.HCM, Số tay, Xăng
469000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-phu-tho/ban-xe-18g-nam-2013-aidxc7213398,5," Toyota Corolla Altis 1.8G AT 2013 - 469 triệu
            ", 2013, Sedan, Đã qua sử dụng, Trong nước, 89.000 km, Phú Thọ, Số tự động, Xăng
465000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/27-tu-dong-hai-cau-4wd-model-2011-mau-den-anh-kim-aidxc3393611,5," Toyota Fortuner 2.7 V 4X4 AT 2010 - 465 triệu
            ", 2010, SUV, Đã qua sử dụng, Trong nước, 68.000 km, Tp.HCM, Số tự động, Xăng
365000000,https://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/xe-e-dang-ky-lan-dau-2014-chinh-chu-gia-tot-365tr-aidxc4485764,7," Toyota Innova 2.0E 2014 - 365 triệu
            ", 2014, MPV, Đã qua sử dụng, Trong nước, 80.000 km, Hà Nội, Số tay, Xăng
446000000,https://oto.com.vn/mua-ban-xe-toyota-camry-hai-phong/ban-xe-doi-2010-xe-gia-dinh-gia-chi-446tr-xe-dep-aidxc6456439,5," Toyota Camry 2.4G 2010 - 446 triệu
            ", 2010, Sedan, Đã qua sử dụng, Trong nước, 100.000 km, Hải Phòng, Số tự động, Xăng
1178000000,https://oto.com.vn/mua-ban-xe-toyota-camry-hcm/25at-q-2019-ho-tro-tra-gop-aidxc3420369,5," Toyota Camry 2.5Q 2019 - 1 tỉ 178 triệu
            ", 2019, Sedan, Đã qua sử dụng, Nhập khẩu, 19.000 km, Tp.HCM, Số tự động, Xăng
245000000,https://oto.com.vn/mua-ban-xe-toyota-camry-ha-noi/can-ban-30v-doi-2003-nhap-khau-nguyen-chiec-gia-245tr-aidxc5561666,5," Toyota Camry 3.0V 2003 - 245 triệu
            ", 2003, Sedan, Đã qua sử dụng, Trong nước, 56.789 km, Hà Nội, Số tự động, Xăng
1530000000,https://oto.com.vn/mua-ban-xe-toyota-highlander-ha-noi/ban-nhanh-2016-aidxc3132158,7," Toyota Highlander 2016 - 1 tỉ 530 triệu
            ", 2016, SUV, Đã qua sử dụng, Trong nước, 50.000 km, Hà Nội, Số tự động, Xăng
448000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-ha-noi/xe-doi-2011-chinh-chu-gia-448tr-aidxc3462053,5," Toyota Corolla Altis 2.0 AT 2011 - 448 triệu
            ", 2011, Sedan, Đã qua sử dụng, Trong nước, 80.000 km, Hà Nội, Số tự động, Xăng
245000000,https://oto.com.vn/mua-ban-xe-toyota-yaris-ha-noi/can-ban-gap-san-xuat-2007-gia-245tr-lien-he-de-xem-xe-va-thuong-luong-ve-gia-aidxc3472409,5," Toyota Yaris 2007 - 245 triệu
            ", 2007, Sedan, Đã qua sử dụng, Nhập khẩu, 80.000 km, Hà Nội, Số tự động, Xăng
325000000,https://oto.com.vn/mua-ban-xe-toyota-innova-phu-tho/can-ban-lai-xe-20e-san-xuat-2012-gia-chi-325-trieu-aidxc11967121,7," Toyota Innova 2.0E 2012 - 325 triệu
            ", 2012, MPV, Đã qua sử dụng, Trong nước, 210.000 km, Phú Thọ, Số tay, Xăng
436000000,https://oto.com.vn/mua-ban-xe-toyota-yaris-hcm/13-at-g-2014-ho-tro-tra-gop-aidxc11994574,5," Toyota Yaris 1.3G 2014 - 436 triệu
            ", 2014, Hatchback, Đã qua sử dụng, Nhập khẩu, 64.000 km, Tp.HCM, Số tự động, Xăng
400000000,https://oto.com.vn/mua-ban-xe-toyota-hiace-hcm/ban-xe-cuu-thuong-mt-may-dau-nam-2011-mau-trang-nhap-khau-nhat-ban-xe-chinh-chu-aid3xc12005453,8," Toyota Hiace 2.8 MT 2011 - 400 triệu
            ", 2011, Van/Minivan, Đã qua sử dụng, Nhập khẩu, 520.000 km, Tp.HCM, Số tay, Diesel
438000000,https://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/ban-nam-2018-moi-99-gia-438tr-aidxc5308602,5," Toyota Vios 2018 - 438 triệu
            ", 2018, Sedan, Đã qua sử dụng, Trong nước, 42.000 km, Hà Nội, Số tự động, Xăng
460000000,https://oto.com.vn/mua-ban-xe-toyota-vios-binh-duong/san-xuat-2017-15at-ban-sportivo-bien-so-thanh-pho-aidxc3089352,5," Toyota Vios 1.5G AT 2017 - 460 triệu
            ", 2017, Sedan, Đã qua sử dụng, Trong nước, 58.000 km, Bình Dương, Số tự động, Xăng
485000000,https://oto.com.vn/mua-ban-xe-toyota-vios-dong-nai/can-ban-nam-2019-ban-g-aidxc10082518,5," Toyota Vios 1.5G AT 2019 - 485 triệu
            ", 2019, Sedan, Đã qua sử dụng, Trong nước, 22.000 km, Đồng Nai, Số tự động, Xăng
286000000,https://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/ban-o-to-mt-san-xuat-nam-2010-286-trieu-aidxc3400775,7,"
                Toyota Innova 2.0G 2010 - 286 triệu
            ", 2010, MPV, Đã qua sử dụng, Trong nước, 170.000 km,"
Hà Nội", Số tay, Xăng
198000000,https://oto.com.vn/mua-ban-xe-toyota-zace-ha-noi/ban-gl-san-xuat-2005-aidxc3477882,7,"
                Toyota Zace 2005 - 198 triệu
            ", 2005, SUV, Đã qua sử dụng, Trong nước, 190.000 km,"
Hà Nội", Số tay, Xăng
395000000,https://oto.com.vn/mua-ban-xe-toyota-camry-binh-duong/ban-xe-25g-dang-ky-2006-1-chu-tu-dau-it-su-dung-gia-chi-395tr-aidxc6322620,5," Toyota Camry 2.5G 2006 - 395 triệu
            ", 2006, Sedan, Đã qua sử dụng, Trong nước, 130.000 km, Bình Dương, Số tự động, Xăng
409000000,https://oto.com.vn/mua-ban-xe-toyota-vios-thanh-hoa/ban-xe-san-xuat-2019-xe-gia-dinh-gia-tot-aidxc3430250,5," Toyota Vios 1.5E MT 2019 - 409 triệu
            ", 2019, Sedan, Đã qua sử dụng, Trong nước, 20.000 km, Thanh Hóa, Số tay, Xăng
400000000,https://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/can-ban-gap-at-nam-2016-aidxc9055876,5," Toyota Vios 1.5G AT 2016 - 400 triệu
            ", 2016, Sedan, Đã qua sử dụng, Trong nước, 80.000 km, Hà Nội, Số tự động, Xăng
525000000,https://oto.com.vn/mua-ban-xe-toyota-innova-binh-duong/ban-gap-20e-2018-bien-sai-gon-cty-xuat-hoa-don-xe-cuc-dep-aidxc9055858,7," Toyota Innova 2.0E 2018 - 525 triệu
            ", 2018, MPV, Đã qua sử dụng, Trong nước, 67.000 km, Bình Dương, Số tay, Xăng
578000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/e-20mt-2019-ho-tro-tra-gop-aidxc3427381,7," Toyota Innova 2.0E 2019 - 578 triệu
            ", 2019, MPV, Đã qua sử dụng, Trong nước, 58.000 km, Tp.HCM, Số tay, Xăng
450000000,https://oto.com.vn/mua-ban-xe-toyota-vios-hung-yen/g-2018-at-xe-khong-ban-ve-chat-luong-aidxc6990729,5," Toyota Vios 1.5G AT 2018 - 450 triệu
            ", 2018, Sedan, Đã qua sử dụng, Trong nước, 60.000 km, Hưng Yên, Số tự động, Xăng
321000000,https://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/can-ban-chinh-chu-tu-moi-2012-form-moi-gia-tot-aidxc7043949,8," Toyota Innova 2.0E 2012 - 321 triệu
            ", 2012, MPV, Đã qua sử dụng, Trong nước, 6.789 km, Hà Nội, Số tay, Xăng
68000000,https://oto.com.vn/mua-ban-xe-toyota-hiace-hcm/chinh-chu-ban-xe-30mt-nam-san-xuat-2001-lien-he-de-xem-xe-truc-tiep-aidxc7054470,16," Toyota Hiace 3.0 MT 2001 - 68 triệu
            ", 2001, Van/Minivan, Đã qua sử dụng, Trong nước, 120.000 km, Tp.HCM, Số tay, Xăng
2700000000,https://oto.com.vn/mua-ban-xe-toyota-sienna-hcm/can-ban-lai-xe-limited-35-san-xuat-2017-aidxc3015809,7," Toyota Sienna 2017 - 2 tỉ 700 triệu
            ", 2017, Van/Minivan, Đã qua sử dụng, Trong nước, 30.000 km, Tp.HCM, Số tự động, Xăng
2700000000,https://oto.com.vn/mua-ban-xe-toyota-sienna-hcm/xe-limited-35-awd-nam-san-xuat-2017-aidxc3204064,7," Toyota Sienna 2017 - 2 tỉ 700 triệu
            ", 2017, Van/Minivan, Đã qua sử dụng, Nhập khẩu, 28.000 km, Tp.HCM, Số tự động, Xăng
815000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-phu-tho/ban-27-at-san-xuat-2016-gia-canh-tranh-aidxc6203322,7," Toyota Fortuner 2.7 V 4X2 AT 2016 - 815 triệu
            ", 2016, SUV, Đã qua sử dụng, Nhập khẩu, 30.000 km, Phú Thọ, Số tự động, Xăng
329000000,https://oto.com.vn/mua-ban-xe-toyota-yaris-hcm/mua-ngay-2011-gia-chi-349-trieu-aidxc5284989,5," Toyota Yaris E 1.3 AT 2011 - 329 triệu
            ", 2011, Hatchback, Đã qua sử dụng, Nhập khẩu, 45.000 km, Tp.HCM, Số tự động, Xăng
535000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-ha-noi/can-ban-nhanh-20v-san-xuat-2014-mau-den-cam-ket-khong-dam-dung-khong-ngap-nuoc-aid1xc9085575,5," Toyota Corolla Altis 2.0V  2014 - 535 triệu
            ", 2014, Sedan, Đã qua sử dụng, Trong nước, 75.000 km, Hà Nội, Số tự động, Xăng
555000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-ha-noi/ban-20v-nam-2014-mau-nau-dong-xe-chu-di-giu-gin-con-rat-moi-dong-co-hop-so-nguyen-ban-gia-canh-tranh-aid1xc9079061,5," Toyota Corolla Altis 2.0V  2014 - 555 triệu
            ", 2014, Sedan, Đã qua sử dụng, Trong nước, 65.000 km, Hà Nội, Số tự động, Xăng
622000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/ban-xe-27v-4x2-mau-bac-nam-san-xuat-2016-ten-ca-nhan-nguon-goc-ro-rang-aid1xc9077252,7," Toyota Fortuner 2.7V 4x2 2016 - 622 triệu
            ", 2016, SUV, Đã qua sử dụng, Trong nước, 60.000 km, Hà Nội, Số tự động, Xăng
530000000,https://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/ban-gap-xe-e-20mt-nam-2018-mau-bac-giay-to-day-du-hop-phap-ly-sang-ten-nhanh-gon-le-aid1xc7121088,7," Toyota Innova 2.0E 2018 - 530 triệu
            ", 2018, MPV, Đã qua sử dụng, Trong nước, 60.000 km, Hà Nội, Số tay, Xăng
320000000,https://oto.com.vn/mua-ban-xe-toyota-land-cruiser-hcm/ban-nam-san-xuat-1993-may-dau-nhap-khau-nguyen-chiec-so-san-gia-canh-tranh-aidxc3043675,7," Toyota Land Cruiser 1993 - 320 triệu
            ", 1993, SUV, Đã qua sử dụng, Nhập khẩu, 88.000 km, Tp.HCM, Số tay, Diesel
465000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/27-tu-dong-hai-cau-4wd-model-2011-mau-den-anh-kim-aidxc5387968,7," Toyota Fortuner 2.7 V 4X2 AT 2010 - 465 triệu
            ", 2010, SUV, Đã qua sử dụng, Trong nước, 68.000 km, Tp.HCM, Số tự động, Xăng
230000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-ha-giang/can-ban-xe-chinh-chu-18mt-san-xuat-2005-xe-chinh-chu-di-rat-giu-gin-aid1xc11059145,5," Toyota Corolla Altis 1.8G MT 2005 - 230 triệu
            ", 2005, Sedan, Đã qua sử dụng, Nhập khẩu, 90.000 km, Hà Giang, Số tay, Xăng
295000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-ninh-binh/ban-xe-o-to-corola-altis-18g-mt-mau-den-nam-san-xuat-2009-xe-tu-nhan-chinh-chu-sang-ten-nhanh-gon-hop-phap-ly-aid1xc9055861,5," Toyota Corolla Altis 1.8G MT 2009 - 295 triệu
            ", 2009, Sedan, Đã qua sử dụng, Trong nước, 11.000 km, Ninh Bình, Số tay, Xăng
538000000,https://oto.com.vn/mua-ban-xe-toyota-innova-lam-dong/ban-gap-xe-nam-2017-ban-e-so-san-mau-bac-giay-to-day-du-sang-ten-nhanh-gon-gia-tot-aid1xc5720042,7," Toyota Innova 2.0E 2017 - 538 triệu
            ", 2017, MPV, Đã qua sử dụng, Trong nước, 50.000 km, Lâm Đồng, Số tay, Xăng
