name,brand,source_url,type,origin,km_driven,external_color,seats,engine_capacity,fuels,transmission,wheel_drive,price,year
Ford Fiesta,,https://www.sanxehot.vn/mua-ban-xe/ford-fiesta-at-2011-25474.html,Sedan,Lắp ráp trong nước,100000,Vàng cát,,,Xăng,Tự động,,430000000,2011
Ford Laser,,https://www.sanxehot.vn/mua-ban-xe/ford-laser-18mt-2000-25473.html,Sedan,Lắp ráp trong nước,110000,Bạc,,1.8,Xăng,Số sàn,,168000000,2000
Ford Fiesta,,https://www.sanxehot.vn/mua-ban-xe/ford-fiesta-15at-2015-25472.html,Sedan,Lắp ráp trong nước,23000,Trắng,,1.5,Xăng,Tự động,,489000000,2015
Ford Focus,,https://www.sanxehot.vn/mua-ban-xe/ford-focus-16at-2014-25471.html,Hatchback,Lắp ráp trong nước,20000,Trắng,,1.6,Xăng,Tự động,,525000000,2014
Ford Fiesta,,https://www.sanxehot.vn/mua-ban-xe/ford-fiesta-16at-2014-25470.html,Hatchback,Lắp ráp trong nước,20000,Đỏ,,1.6,Xăng,Tự động,,450000000,2014
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-30at-2004-25469.html,SUV 5 chỗ,Lắp ráp trong nước,95000,Đen,,3.0,Xăng,Tự động,,265000000,2004
Ford Focus,,https://www.sanxehot.vn/mua-ban-xe/ford-focus-18at-2012-25468.html,Hatchback,Lắp ráp trong nước,56000,Đỏ,,1.8,Xăng,Tự động,,465000000,2012
Ford Laser,,https://www.sanxehot.vn/mua-ban-xe/ford-laser-16mt-2002-25467.html,Sedan,Lắp ráp trong nước,15000,Xanh da trời,,1.6,Xăng,Số sàn,,186000000,2002
Mercedes-Benz GLK-class,,https://www.sanxehot.vn/mua-ban-xe/mercedes-benz-glk250amg-20at-2015-25464.html,SUV 5 chỗ,Nhập khẩu,15000,Trắng,,2.0,Xăng,Tự động,,1560000000,2015
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2014-25463.html,Sedan,Lắp ráp trong nước,51000,Trắng,,2.0,Xăng,Tự động,,698000000,2014
Hyundai Tucson,,https://www.sanxehot.vn/mua-ban-xe/hyundai-tucson-20at-2009-25462.html,SUV 5 chỗ,Nhập khẩu,62000,Đen,,2.0,Xăng,Tự động,,450000000,2009
Toyota Vios,,https://www.sanxehot.vn/mua-ban-xe/toyota-vios-g-15at-2016-25461.html,Sedan,Lắp ráp trong nước,10000,Vàng cát,,1.5,Xăng,Tự động,,615000000,2016
Hyundai i10,,https://www.sanxehot.vn/mua-ban-xe/hyundai-i10-10mt-2015-25459.html,Hatchback,Nhập khẩu,30000,Bạc,,1.0,Xăng,Số sàn,,385000000,2015
Nissan Teana,,https://www.sanxehot.vn/mua-ban-xe/nissan-teana-20at-2010-25460.html,Sedan,Nhập khẩu,61000,Đen,,2.0,Xăng,Tự động,,625000000,2010
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-g-20mt-2008-22955.html,7 chỗ đa dụng,Lắp ráp trong nước,80000,Bạc,,2.0,Xăng,Số sàn,,480000000,2008
Toyota Vios,,https://www.sanxehot.vn/mua-ban-xe/toyota-vios-e-15mt-2010-22954.html,Sedan,Lắp ráp trong nước,79000,Bạc,,1.5,Xăng,Số sàn,,390000000,2010
Toyota Vios,,https://www.sanxehot.vn/mua-ban-xe/toyota-vios-e-15mt-2011-22957.html,Sedan,Lắp ráp trong nước,180000,Vàng cát,,1.5,Xăng,Số sàn,,395000000,2011
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-g-20mt-2008-22956.html,7 chỗ đa dụng,Lắp ráp trong nước,100000,Ghi xám,,2.0,Xăng,Số sàn,,535000000,2008
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-g-20mt-2012-22960.html,7 chỗ đa dụng,Lắp ráp trong nước,50000,Vàng cát,,2.0,Xăng,Số sàn,,615000000,2012
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-g-20mt-2008-22959.html,7 chỗ đa dụng,Lắp ráp trong nước,88000,Bạc,,2.0,Xăng,Số sàn,,485000000,2008
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-g-20mt-2011-22958.html,7 chỗ đa dụng,Lắp ráp trong nước,60000,Bạc,,2.0,Xăng,Số sàn,,508000000,2011
Toyota Vios,,https://www.sanxehot.vn/mua-ban-xe/toyota-vios-e-15mt-2010-22962.html,Sedan,Lắp ráp trong nước,65000,Bạc,,1.5,Xăng,Số sàn,,365000000,2010
Toyota Vios,,https://www.sanxehot.vn/mua-ban-xe/toyota-vios-g-15at-2008-22961.html,Sedan,Lắp ráp trong nước,61000,Bạc,,1.5,Xăng,Tự động,,455000000,2008
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-g-20mt-2011-22964.html,7 chỗ đa dụng,Lắp ráp trong nước,60000,Vàng cát,,2.0,Xăng,Số sàn,,506000000,2011
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-g-20mt-2010-22963.html,7 chỗ đa dụng,Lắp ráp trong nước,76000,Bạc,,2.0,Xăng,Số sàn,,550000000,2010
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-g-20mt-2011-22966.html,7 chỗ đa dụng,Lắp ráp trong nước,60000,Vàng cát,,2.0,Xăng,Số sàn,,506000000,2011
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-g-20mt-2008-22965.html,7 chỗ đa dụng,Lắp ráp trong nước,80000,Bạc,,2.0,Xăng,Số sàn,,345000000,2008
Toyota Camry,,https://www.sanxehot.vn/mua-ban-xe/toyota-camry-q-25at-2013-23383.html,Sedan,Lắp ráp trong nước,30000,Vàng cát,,2.5,Xăng,Tự động,,1120000000,2013
Toyota Camry,,https://www.sanxehot.vn/mua-ban-xe/toyota-camry-g-25at-2013-23381.html,Sedan,Lắp ráp trong nước,17000,Đen,,2.5,Xăng,Tự động,,1020000000,2013
Toyota Camry,,https://www.sanxehot.vn/mua-ban-xe/toyota-camry-g-24at-2007-23385.html,Sedan,Nhập khẩu,43000,Đen,,2.4,Xăng,Tự động,,680000000,2007
Toyota Camry,,https://www.sanxehot.vn/mua-ban-xe/toyota-camry-g-24at-2010-23380.html,Sedan,Lắp ráp trong nước,60000,Đen,,2.4,Xăng,Tự động,,795000000,2010
Toyota Camry,,https://www.sanxehot.vn/mua-ban-xe/toyota-camry-q-35at-2008-23404.html,Sedan,Lắp ráp trong nước,60000,Đen,,3.5,Xăng,Tự động,,660000000,2008
Toyota Fortuner,,https://www.sanxehot.vn/mua-ban-xe/toyota-fortuner-v-27at-2011-23400.html,SUV 7 chỗ,Lắp ráp trong nước,98000,Bạc,,2.7,Xăng,Tự động,,700000000,2011
Toyota Camry,,https://www.sanxehot.vn/mua-ban-xe/toyota-camry-g-25at-2013-23412.html,Sedan,Lắp ráp trong nước,30000,Đen,,2.5,Xăng,Tự động,,899000000,2013
Toyota Camry,,https://www.sanxehot.vn/mua-ban-xe/toyota-camry-g-24at-2008-23408.html,Sedan,Lắp ráp trong nước,80000,Đen,,2.4,Xăng,Tự động,,680000000,2008
Toyota Camry,,https://www.sanxehot.vn/mua-ban-xe/toyota-camry-q-25at-2014-23419.html,Sedan,Lắp ráp trong nước,37000,Đen,,2.5,Xăng,Tự động,,1090000000,2014
Toyota Camry,,https://www.sanxehot.vn/mua-ban-xe/toyota-camry-le-35at-2007-23414.html,Sedan,Nhập khẩu,73000,Đen,,3.5,Xăng,Tự động,,690000000,2007
Toyota Camry,,https://www.sanxehot.vn/mua-ban-xe/toyota-camry-xle-25at-2009-23427.html,Sedan,Nhập khẩu,70000,Trắng,,2.5,Xăng,Tự động,,860000000,2009
Toyota Fortuner,,https://www.sanxehot.vn/mua-ban-xe/toyota-fortuner-v-27at-2011-23424.html,SUV 7 chỗ,Lắp ráp trong nước,70000,Bạc,,2.7,Xăng,Tự động,,700000000,2011
Toyota Vios,,https://www.sanxehot.vn/mua-ban-xe/toyota-vios-e-15mt-2009-23436.html,Sedan,Lắp ráp trong nước,64000,Bạc,,1.5,Xăng,Số sàn,,335000000,2009
Toyota Vios,,https://www.sanxehot.vn/mua-ban-xe/toyota-vios-e-15mt-2010-23433.html,Sedan,Lắp ráp trong nước,65000,Đen,,,Xăng,Số sàn,,363000000,2010
Toyota Camry,,https://www.sanxehot.vn/mua-ban-xe/toyota-camry-e-20at-2013-23429.html,Sedan,Nhập khẩu,20000,Vàng cát,,2.0,Xăng,Tự động,,895000000,2013
Toyota Yaris,,https://www.sanxehot.vn/mua-ban-xe/toyota-yaris-g-13at-2014-23438.html,Hatchback,Nhập khẩu,25000,Trắng,,1.3,Xăng,Tự động,,630000000,2014
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-25at-2014-23375.html,SUV 7 chỗ,Lắp ráp trong nước,34000,Trắng,,2.5,Diesel,Tự động,,815000000,2014
Ford Focus,,https://www.sanxehot.vn/mua-ban-xe/ford-focus-18at-2011-23399.html,Hatchback,Lắp ráp trong nước,50000,Đỏ,,1.8,Xăng,Tự động,,500000000,2011
Ford Mondeo,,https://www.sanxehot.vn/mua-ban-xe/ford-mondeo-25at-2004-23376.html,Sedan,Lắp ráp trong nước,130000,Đen,,2.5,Xăng,Tự động,,250000000,2004
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-23at-2007-23403.html,SUV 5 chỗ,Lắp ráp trong nước,76000,Đen,,2.3,Xăng,Tự động,,368000000,2007
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-25at-2014-23401.html,SUV 7 chỗ,Lắp ráp trong nước,21000,Bạc,,2.5,Diesel,Tự động,,810000000,2014
Ford Ranger,,https://www.sanxehot.vn/mua-ban-xe/ford-ranger-xls-22at-2014-23409.html,Bán tải,Nhập khẩu,18000,Trắng,,2.2,Diesel,Tự động,,595000000,2014
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-xlt-23at-2011-23407.html,SUV 5 chỗ,Lắp ráp trong nước,60000,Đỏ Đậm,,2.3,Xăng,Tự động,,630000000,2011
Ford Focus,,https://www.sanxehot.vn/mua-ban-xe/ford-focus-20at-2011-23417.html,Sedan,Lắp ráp trong nước,40000,Bạc,,2.0,Xăng,Tự động,,475000000,2011
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-23at-2005-23413.html,SUV 5 chỗ,Lắp ráp trong nước,110000,Đen,,2.3,Xăng,Tự động,,290000000,2005
Ford Focus,,https://www.sanxehot.vn/mua-ban-xe/ford-focus-20at-2013-23423.html,Hatchback,Lắp ráp trong nước,32000,Trắng,,2.0,Xăng,Tự động,,650000000,2013
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-limited-25at-2010-23418.html,SUV 7 chỗ,Lắp ráp trong nước,97000,Bạc,,2.5,Diesel,Tự động,,600000000,2010
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-25mt-2015-23442.html,SUV 7 chỗ,Lắp ráp trong nước,38000,Đen,,2.5,Xăng,Số sàn,,795000000,2015
Ford Focus,,https://www.sanxehot.vn/mua-ban-xe/ford-focus-18at-2010-23425.html,Hatchback,Lắp ráp trong nước,70000,Bạc,,1.8,Xăng,Tự động,,465000000,2010
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-25mt-2007-23445.html,SUV 7 chỗ,Lắp ráp trong nước,100000,Đen,,2.5,Diesel,Số sàn,,435000000,2007
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-limited-25at-2010-23444.html,SUV 7 chỗ,Lắp ráp trong nước,60000,Bạc,,2.5,Diesel,Tự động,,620000000,2010
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-25mt-2007-23449.html,SUV 7 chỗ,Lắp ráp trong nước,90000,Đen,,2.5,Diesel,Số sàn,,360000000,2007
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-26mt-2007-23448.html,SUV 7 chỗ,Lắp ráp trong nước,71000,Đen,,2.6,Xăng,Số sàn,,385000000,2007
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-25mt-2009-23452.html,SUV 7 chỗ,Lắp ráp trong nước,85000,Đen,,2.5,Diesel,Số sàn,,515000000,2009
Ford Ranger,,https://www.sanxehot.vn/mua-ban-xe/ford-ranger-22mt-2012-23450.html,Bán tải,Nhập khẩu,76000,Trắng,,2.2,Xăng,Số sàn,,470000000,2012
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-xls-23at-2010-23462.html,SUV 5 chỗ,Lắp ráp trong nước,77000,Bạc,,2.3,Xăng,Tự động,,528000000,2010
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-limited-25at-2014-23459.html,7 chỗ đa dụng,Lắp ráp trong nước,28000,Bạc,,2.5,Diesel,Tự động,,790000000,2014
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-25at-2014-23456.html,7 chỗ đa dụng,Lắp ráp trong nước,40000,Bạc,,2.5,Diesel,Tự động,,788000000,2014
Ford Ranger,,https://www.sanxehot.vn/mua-ban-xe/ford-ranger-xls-22at-2013-23467.html,Bán tải,Nhập khẩu,45000,Bạc,,2.2,Diesel,Tự động,,550000000,2013
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-30at-2002-23471.html,SUV 5 chỗ,Lắp ráp trong nước,200000,Đen,,,Xăng,Tự động,,215000000,2002
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-25at-2014-23469.html,SUV 7 chỗ,Lắp ráp trong nước,14000,Vàng cát,,2.5,Diesel,Tự động,,810000000,2014
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-25mt-2010-23481.html,SUV 7 chỗ,Lắp ráp trong nước,69000,Đen,,2.5,Diesel,Số sàn,,590000000,2010
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-25mt-2011-23477.html,SUV 7 chỗ,Lắp ráp trong nước,60000,Bạc,,2.5,Diesel,Số sàn,,655000000,2011
Ford Ranger,,https://www.sanxehot.vn/mua-ban-xe/ford-ranger-32at-2015-23482.html,Bán tải,Nhập khẩu,23500,Cam,,3.2,Diesel,Tự động,,805000000,2015
Toyota Camry,,https://www.sanxehot.vn/mua-ban-xe/toyota-camry-24g-2010-25456.html,Sedan,Lắp ráp trong nước,50000,Bạc,,2.4,Xăng,Tự động,,725000000,2010
Ford Mondeo,,https://www.sanxehot.vn/mua-ban-xe/ford-mondeo-23at-2009-25455.html,Sedan,Lắp ráp trong nước,80000,Ghi xám,,2.3,Xăng,Tự động,,500000000,2009
Toyota Sienna,,https://www.sanxehot.vn/mua-ban-xe/toyota-sienna-limited-35at-2010-25454.html,7 chỗ đa dụng,Nhập khẩu,55000,Vàng cát,,,Xăng,Tự động,,2050000000,2010
,,https://www.sanxehot.vn/mua-ban-xe/daewoo-gentra-15mt-2006-25453.html,Sedan,Lắp ráp trong nước,170000,Trắng,,1.5,Xăng,Số sàn,,165000000,2006
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-g-20mt-2006-25452.html,7 chỗ đa dụng,Lắp ráp trong nước,200000,Trắng,,2.0,Xăng,Số sàn,,288000000,2006
Toyota Camry,,https://www.sanxehot.vn/mua-ban-xe/toyota-camry-25g-2013-25451.html,Sedan,Lắp ráp trong nước,36000,Đen,,2.5,Xăng,Tự động,,930000000,2013
Toyota Vios,,https://www.sanxehot.vn/mua-ban-xe/toyota-vios-15mt-2004-25450.html,Sedan,Lắp ráp trong nước,150000,Vàng cát,,1.5,Xăng,Số sàn,,215000000,2004
Toyota Land Cruiser Prado,,https://www.sanxehot.vn/mua-ban-xe/toyota-land-cruiser-tx-l-2009-25449.html,SUV 7 chỗ,Nhập khẩu,80000,Trắng,,2.7,Xăng,Tự động,,1333000000,2009
Chevrolet Captiva,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-captiva-lt-24mt-2008-25448.html,SUV 7 chỗ,Lắp ráp trong nước,80000,Bạc,,2.4,Xăng,Số sàn,,355000000,2008
Mazda 3,,https://www.sanxehot.vn/mua-ban-xe/mazda-3-15at-2015-25447.html,Hatchback,Lắp ráp trong nước,4500,Đen,,1.5,Xăng,Tự động,,628000000,2015
Toyota Fortuner,,https://www.sanxehot.vn/mua-ban-xe/toyota-fortuner-27v-4x2-2012-25446.html,SUV 7 chỗ,Lắp ráp trong nước,75000,Bạc,,2.7,Xăng,Tự động,,750000000,2012
Mercedes-Benz C-class,,https://www.sanxehot.vn/mua-ban-xe/mercedes-c-class-c200-20at-2016-25445.html,Sedan,Lắp ráp trong nước,16000,Đen,,2.0,Xăng,Tự động,,1380000000,2016
Mitsubishi Lancer Gala,,https://www.sanxehot.vn/mua-ban-xe/mitsubishi-lancer-gala-16at-2003-25444.html,Sedan,Nhập khẩu,200000,Xanh Đen,,1.6,Xăng,Tự động,,218000000,2003
Toyota Venza,,https://www.sanxehot.vn/mua-ban-xe/toyota-venza-27at-2009-25443.html,Hatchback,Nhập khẩu,67000,Xanh Dương,,2.7,Xăng,Tự động,,1040000000,2009
Toyota Fortuner,,https://www.sanxehot.vn/mua-ban-xe/toyota-fortuner-27v-4x2-2009-25442.html,SUV 7 chỗ,Lắp ráp trong nước,87700,Bạc,,2.7,Xăng,Tự động,,630000000,2009
,,https://www.sanxehot.vn/mua-ban-xe/daewoo-lacetti-16at-2009-25441.html,Sedan,Lắp ráp trong nước,60000,Bạc,,1.6,Xăng,Tự động,,270000000,2009
Hyundai Getz,,https://www.sanxehot.vn/mua-ban-xe/hyundai-getz-11mt-2009-25440.html,Hatchback,Lắp ráp trong nước,80000,Bạc,,1.1,Xăng,Số sàn,,285000000,2009
Toyota Camry,,https://www.sanxehot.vn/mua-ban-xe/toyota-camry-24g-2008-25434.html,Sedan,Lắp ráp trong nước,70000,Đen,,2.4,Xăng,Tự động,,577000000,2008
Suzuki Swift,,https://www.sanxehot.vn/mua-ban-xe/suzuki-swift-15at-2014-25433.html,Hatchback,Lắp ráp trong nước,20000,Trắng,,1.5,Xăng,Tự động,,495000000,2014
Hyundai Getz,,https://www.sanxehot.vn/mua-ban-xe/hyundai-getz-11mt-2009-25432.html,Hatchback,Lắp ráp trong nước,90000,Bạc,,1.1,Xăng,Số sàn,,255000000,2009
Lexus RX,,https://www.sanxehot.vn/mua-ban-xe/lexus-rx-350-35at-2009-25431.html,SUV 5 chỗ,Nhập khẩu,32000,Đen,,3.5,Xăng,Tự động,,1850000000,2009
Nissan Teana,,https://www.sanxehot.vn/mua-ban-xe/nissan-teana-20at-2009-25430.html,Sedan,Nhập khẩu,80000,Trắng,,2.0,Xăng,Tự động,,555000000,2009
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-xls-23at-2009-25429.html,SUV 5 chỗ,Lắp ráp trong nước,50000,Ghi xám,,2.3,Xăng,Tự động,,435000000,2009
Hyundai Avante,,https://www.sanxehot.vn/mua-ban-xe/hyundai-avante-16at-2010-25428.html,Sedan,Nhập khẩu,40000,Đen,,1.6,Xăng,Tự động,,500000000,2010
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-van-10at-2013-25427.html,Hatchback,Nhập khẩu,40000,Đỏ,,1.0,Xăng,Tự động,,288000000,2013
Mercedes-Benz S-class,,https://www.sanxehot.vn/mua-ban-xe/mercedes-benz-s400-2015-25414.html,Sedan,Lắp ráp trong nước,15000,Đen,,3.0,Xăng,Tự động,,3680000000,2015
Toyota Camry,,https://www.sanxehot.vn/mua-ban-xe/toyota-camry-g-24at-2008-25411.html,Sedan,Lắp ráp trong nước,90000,Đen,,,Xăng,Tự động,,680000000,2008
Toyota Fortuner,,https://www.sanxehot.vn/mua-ban-xe/toyota-fortuner-g-25mt-2015-25410.html,SUV 7 chỗ,Lắp ráp trong nước,45000,Bạc,,2.5,Diesel,Số sàn,,930000000,2015
Mitsubishi Pajero Sport,,https://www.sanxehot.vn/mua-ban-xe/mitsubishi-pajero-sport-25mt-2015-25409.html,SUV 7 chỗ,Lắp ráp trong nước,25000,Vàng cát,,2.5,Diesel,Số sàn,,695000000,2015
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-25mt-2013-25408.html,SUV 7 chỗ,Lắp ráp trong nước,52000,Bạc,,2.5,Diesel,Số sàn,,699000000,2013
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-30at-2004-25407.html,SUV 5 chỗ,Lắp ráp trong nước,500000,Đen,,3.0,Xăng,Tự động,,300000000,2004
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-23at-2007-25406.html,SUV 5 chỗ,Lắp ráp trong nước,52000,Đen,,2.3,Xăng,Tự động,,435000000,2007
Ford Fiesta,,https://www.sanxehot.vn/mua-ban-xe/ford-fiesta-18at-2014-25404.html,Hatchback,Lắp ráp trong nước,48000,Đỏ,,1.8,Xăng,Tự động,,470000000,2014
Ford Focus,,https://www.sanxehot.vn/mua-ban-xe/ford-focus-18at-2012-25403.html,Hatchback,Lắp ráp trong nước,48000,Đỏ,,1.8,Xăng,Tự động,,475000000,2012
Nissan Teana,,https://www.sanxehot.vn/mua-ban-xe/nissan-teana-20at-2009-25402.html,Sedan,Nhập khẩu,80000,Trắng,,,Xăng,Tự động,,555000000,2009
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-e-20mt-2016-25401.html,7 chỗ đa dụng,Lắp ráp trong nước,10000,Vàng cát,,2.0,Xăng,Số sàn,,720000000,2016
Land Rover Range Rover Evoque,,https://www.sanxehot.vn/mua-ban-xe/land-rover-range-rover-evoque-dynamic-20at-2012-25400.html,SUV 5 chỗ,Nhập khẩu,28000,Trắng,,2.0,Xăng,Tự động,,1790000000,2012
Mazda 2,,https://www.sanxehot.vn/mua-ban-xe/mazda-2s-14at-2012-25398.html,Hatchback,Lắp ráp trong nước,41000,Đỏ,,1.4,Xăng,Tự động,,468000000,2012
KIA Rio,,https://www.sanxehot.vn/mua-ban-xe/kia-rio-14at-2016-25392.html,Hatchback,Nhập khẩu,25000,Đỏ,,1.4,Xăng,Tự động,,500000000,2016
KIA Sorento,,https://www.sanxehot.vn/mua-ban-xe/kia-sorento-20at-2015-25391.html,SUV 7 chỗ,Lắp ráp trong nước,29000,Trắng,,2.0,Xăng,Tự động,,865000000,2015
KIA K3,,https://www.sanxehot.vn/mua-ban-xe/kia-k3-20at-2014-25386.html,Sedan,Nhập khẩu,44000,Đỏ,,2.0,Xăng,Tự động,,605000000,2014
Ford Ranger,,https://www.sanxehot.vn/mua-ban-xe/ford-ranger-32at-2016-25376.html,Bán tải,Nhập khẩu,7000,Đen,,3.2,Diesel,Tự động,,883000000,2016
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-25mt-2009-25375.html,SUV 7 chỗ,Lắp ráp trong nước,75000,Hồng phấn,,2.5,Diesel,Số sàn,,435000000,2009
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-25mt-2008-25374.html,SUV 7 chỗ,Lắp ráp trong nước,78000,Hồng phấn,,2.5,Diesel,Số sàn,,435000000,2008
Ford Ranger,,https://www.sanxehot.vn/mua-ban-xe/ford-ranger-22at-2016-25373.html,Bán tải,Nhập khẩu,20000,Ghi xám,,2.2,Diesel,Tự động,,598000000,2016
Ford Ranger,,https://www.sanxehot.vn/mua-ban-xe/ford-ranger-22at-2016-25372.html,Bán tải,Nhập khẩu,23000,Bạc,,2.2,Diesel,Tự động,,595000000,2016
Ford Ranger,,https://www.sanxehot.vn/mua-ban-xe/ford-ranger-32at-2014-25371.html,Bán tải,Nhập khẩu,53000,Trắng,,3.2,Diesel,Tự động,,720000000,2014
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-25mt-2005-25370.html,SUV 7 chỗ,Lắp ráp trong nước,87000,Đen,,2.5,Diesel,Số sàn,,308000000,2005
Ford EcoSport,,https://www.sanxehot.vn/mua-ban-xe/ford-ecosport-15at-2015-25369.html,SUV 5 chỗ,Lắp ráp trong nước,34000,Trắng,,1.5,Xăng,Tự động,,585000000,2015
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-30at-2004-25368.html,SUV 5 chỗ,Lắp ráp trong nước,67000,Đỏ,,3.0,Xăng,Tự động,,319000000,2004
,,https://www.sanxehot.vn/mua-ban-xe/daewoo-matiz-08mt-2005-25367.html,Hatchback,Nhập khẩu,150000,Bạc,,0.8,Xăng,Số sàn,,89000000,2005
BMW Series 5,,https://www.sanxehot.vn/mua-ban-xe/bmw-series-5-520i-2012-25366.html,Sedan,Nhập khẩu,60000,Trắng,,,Xăng,Tự động,,1200000000,2012
Mitsubishi Pajero,,https://www.sanxehot.vn/mua-ban-xe/mitsubishi-pajero-25at-2011-25365.html,SUV 7 chỗ,Lắp ráp trong nước,70000,Vàng cát,,2.5,Xăng,Tự động,,710000000,2011
Ford Ranger,,https://www.sanxehot.vn/mua-ban-xe/ford-ranger-xls-at-2015-25364.html,Bán tải,Nhập khẩu,25000,Bạc,,,Diesel,Tự động,,596000000,2015
Hyundai Accent,,https://www.sanxehot.vn/mua-ban-xe/hyundai-accent-14at-2014-25363.html,Hatchback,Nhập khẩu,8000,Bạc,,1.4,Xăng,Tự động,,520000000,2014
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2014-25362.html,SUV 5 chỗ,Lắp ráp trong nước,20000,Bạc,,2.4,Xăng,Tự động,,930000000,2014
KIA Rio,,https://www.sanxehot.vn/mua-ban-xe/kia-rio-14at-2016-25361.html,Sedan,Nhập khẩu,10000,Trắng,,1.4,Xăng,Tự động,,518000000,2016
KIA Rio,,https://www.sanxehot.vn/mua-ban-xe/kia-rio-14at-2016-25360.html,Hatchback,Lắp ráp trong nước,4500,Nâu,,1.4,Xăng,Tự động,,579000000,2016
Mercedes-Benz E-class,,https://www.sanxehot.vn/mua-ban-xe/mercedes-benz-e350-coupe-25at-2010-25358.html,Sedan,Nhập khẩu,4000,Bạc,,2.5,Xăng,Tự động,,1500000000,2010
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-lx-2005-25357.html,Hatchback,Nhập khẩu,15000,Bạc,,,Xăng,Số sàn,,165000000,2005
Mercedes-Benz S-class,,https://www.sanxehot.vn/mua-ban-xe/mercedes-benz-s400-30at-2014-25356.html,Sedan,Nhập khẩu,25000,Bạc,,3.0,Xăng,Tự động,,3005000000,2014
