name,brand,source_url,type,origin,km_driven,external_color,seats,engine_capacity,fuels,transmission,wheel_drive,price,year
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18mt-2008-16240.html,Sedan,Lắp ráp trong nước,86000,Đen,,1.8,Xăng,Số sàn,,418000000,2008
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2006-16239.html,Sedan,Lắp ráp trong nước,90000,Bạc,,2.0,Xăng,Tự động,,415000000,2006
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2011-16238.html,Sedan,Lắp ráp trong nước,60000,Bạc,,1.8,Xăng,Tự động,,450000000,2011
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18mt-2010-16237.html,Sedan,Lắp ráp trong nước,130000,Đen,,1.8,Xăng,Số sàn,,444000000,2010
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2008-16235.html,Sedan,Lắp ráp trong nước,100000,Đen,,2.0,Xăng,Tự động,,450000000,2008
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2013-16234.html,Sedan,Lắp ráp trong nước,50000,Ghi xám,,2.0,Xăng,Tự động,,680000000,2013
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2009-16233.html,Sedan,Lắp ráp trong nước,64000,Bạc,,1.8,Xăng,Tự động,,465000000,2009
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2008-16232.html,Sedan,Lắp ráp trong nước,76000,Ghi xám,,1.8,Xăng,Tự động,,475000000,2008
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2008-16231.html,Sedan,Lắp ráp trong nước,66000,Ghi xám,,2.0,Xăng,Tự động,,480000000,2008
Mitsubishi Lancer Gala,,https://www.sanxehot.vn/mua-ban-xe/mitsubishi-lancer-16mt-2002-16230.html,Sedan,Lắp ráp trong nước,170000,Bạc,,1.6,Xăng,Số sàn,,180000000,2002
Chevrolet Spark Van,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-spark-van-10at-2016-16229.html,Hatchback,Lắp ráp trong nước,4000,Ghi xám,,1.0,Xăng,Tự động,,399000000,2016
Chevrolet Spark Van,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-spark-van-12mt--2012-16228.html,Hatchback,Lắp ráp trong nước,27000,Trắng,,1.2,Xăng,Số sàn,,225000000,2012
Chevrolet Cruze  ,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-cruze-18mt-2010-16225.html,Sedan,Lắp ráp trong nước,65,Bạc,,1.8,Xăng,Số sàn,,470000000,2010
Ford EcoSport,,https://www.sanxehot.vn/mua-ban-xe/ford-ecosport-titanium-15at-2015-16224.html,SUV 5 chỗ,Lắp ráp trong nước,22222,Bạc,,1.5,Xăng,Tự động,,599000000,2015
Chevrolet Captiva,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-captiva-20mt-2009-16223.html,Hatchback,Lắp ráp trong nước,91000,Đồng,,2.0,Xăng,Số sàn,,510000000,2009
Chevrolet Vivant ,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-vivant-cdx-20at-2011-16222.html,Hatchback,Lắp ráp trong nước,74000,Đồng,,2.0,Xăng,Tự động,,335000000,2011
Hyundai i20,,https://www.sanxehot.vn/mua-ban-xe/hyundai-i20-14at-2011-16221.html,Hatchback,Nhập khẩu,48300,Đỏ,,1.4,Xăng,Tự động,,515000000,2011
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-20at-2010-16215.html,Hatchback,Lắp ráp trong nước,9000,Xanh Đen,,2.0,Xăng,Tự động,,330000000,2010
Chevrolet Captiva,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-captiva-ltz-24mt-2008-16219.html,SUV 7 chỗ,Lắp ráp trong nước,84000,Đen,,2.4,Xăng,Số sàn,,360000000,2008
Chevrolet Cruze  ,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-cruze-ls-16mt--2012-16216.html,Sedan,Lắp ráp trong nước,55000,Trắng,,1.6,Xăng,Số sàn,,450000000,2012
Mitsubishi Grandis,,https://www.sanxehot.vn/mua-ban-xe/mitsubishi-grandis-24at-2005-16213.html,7 chỗ đa dụng,Lắp ráp trong nước,98000,Bạc,,2.4,Xăng,Tự động,,435000000,2005
Toyota Vios,,https://www.sanxehot.vn/mua-ban-xe/toyota-vios-g-15-at-2015-16212.html,Sedan,Lắp ráp trong nước,9000,Bạc,,1.5,Xăng,Tự động,,620000000,2015
Acura CL,,https://www.sanxehot.vn/mua-ban-xe/daewoo-matiz-10at-2008-16211.html,Hatchback,Lắp ráp trong nước,64000,Xanh lá,,1.0,Xăng,Tự động,,255000000,2008
Chevrolet Cruze  ,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-cruze-ltz-18at-2015-16208.html,Sedan,Lắp ráp trong nước,12000,Trắng,,1.8,Xăng,Tự động,,560000000,2015
Mazda 6,,https://www.sanxehot.vn/mua-ban-xe/mazda-6-25at-2015-16207.html,Sedan,Lắp ráp trong nước,29000,Xanh Dương,,2.5,Xăng,Tự động,,955000000,2015
Mazda 6,,https://www.sanxehot.vn/mua-ban-xe/mazda-6-20mt-2016-16206.html,Sedan,Lắp ráp trong nước,110000,Bạc,,2.0,Xăng,Số sàn,,355000000,2016
Chevrolet Cruze  ,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-cruze-ltz-18at-2015-16205.html,Sedan,Lắp ráp trong nước,24000,Đen,,1.8,Xăng,Tự động,,565000000,2015
KIA Carens,,https://www.sanxehot.vn/mua-ban-xe/kia-carens-20at-2011-16204.html,SUV 7 chỗ,Lắp ráp trong nước,8000,Bạc,,2.0,Xăng,Tự động,,490000000,2011
Chevrolet Captiva,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-captiva-24mt-2008-16203.html,Sedan,Lắp ráp trong nước,100000,Đen,,2.4,Xăng,Số sàn,,395000000,2008
Mazda 3,,https://www.sanxehot.vn/mua-ban-xe/mazda-3-20at-2015-16202.html,Sedan,Lắp ráp trong nước,11622,Trắng,,2.0,Xăng,Tự động,,789000000,2015
Mitsubishi Zinger,,https://www.sanxehot.vn/mua-ban-xe/mitsubishi-zinger-24at-2016-16200.html,7 chỗ đa dụng,Nhập khẩu,1000,Trắng,,2.4,Xăng,Tự động,,538000000,2016
Chevrolet Cruze  ,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-cruze-ls-16mt-2012-16199.html,Sedan,Lắp ráp trong nước,64000,Trắng,,1.6,Xăng,Số sàn,,395000000,2012
Toyota Vios,,https://www.sanxehot.vn/mua-ban-xe/toyota-vios-e-15mt-2010-16197.html,Sedan,Lắp ráp trong nước,6000,Bạc,,,Xăng,Số sàn,,386000000,2010
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-v-20at-2009-16196.html,7 chỗ đa dụng,Lắp ráp trong nước,86000,Bạc,,2.0,Xăng,Tự động,,515000000,2009
Kia Forte,,https://www.sanxehot.vn/mua-ban-xe/-kia-forte-16at-2011-16195.html,Sedan,Lắp ráp trong nước,52000,Ghi xám,,1.6,Xăng,Tự động,,485000000,2011
Kia Forte,,https://www.sanxehot.vn/mua-ban-xe/kia-forte-16at-2009--16194.html,Sedan,Lắp ráp trong nước,7000,Bạc,,,Xăng,Tự động,,475000000,2009
Kia Cerato,,https://www.sanxehot.vn/mua-ban-xe/-kia-cerato-16at-2009-16193.html,Sedan,Lắp ráp trong nước,6000,Đỏ,,1.6,Xăng,Tự động,,460000000,2009
Mazda 6,,https://www.sanxehot.vn/mua-ban-xe/mazda-6-20at-2016-15546.html,Sedan,Lắp ráp trong nước,6000,Trắng,,2.0,Xăng,Tự động,,965000000,2016
Chevrolet Spark Van,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-spark-van-10at-2013--15661.html,Hatchback,Nhập khẩu,17000,Trắng,,1.0,Xăng,Tự động,,228000000,2013
Kia Cerato,,https://www.sanxehot.vn/mua-ban-xe/kia-cerato-16at-2011-16192.html,Sedan,Lắp ráp trong nước,50000,Đỏ,,1.6,Xăng,Tự động,,555000000,2011
Mercedes-Benz E-class,,https://www.sanxehot.vn/mua-ban-xe/-mercedes-benz-e400-30at-2013-16112.html,Sedan,Lắp ráp trong nước,20000,Bạc,,3.0,Xăng,Tự động,,2400000000,2013
Mercedes-Benz CLA Class,,https://www.sanxehot.vn/mua-ban-xe/-mercedes-benz-cla250-4matics-2015-16114.html,Sedan,Lắp ráp trong nước,25000,Trắng,,2.0,Xăng,Tự động,,2700000000,2015
Hyundai i30,,https://www.sanxehot.vn/mua-ban-xe/hyundai-i30-cw-16at-2011-16189.html,Hatchback,Nhập khẩu,39000,Đen,,1.6,Xăng,Tự động,,515000000,2011
Kia Cerato,,https://www.sanxehot.vn/mua-ban-xe/-kia-cerato-20at-2011-16187.html,Sedan,Lắp ráp trong nước,6000,Bạc,,2.0,Xăng,Tự động,,560000000,2011
Hyundai i10,,https://www.sanxehot.vn/mua-ban-xe/hyundai-i10-12mt-2016-16185.html,Sedan,Nhập khẩu,2500,Trắng,,1.2,Xăng,Số sàn,,445000000,2016
Hyundai Santafe,,https://www.sanxehot.vn/mua-ban-xe/hyundai-santafe-2wd-2009-16184.html,SUV 7 chỗ,Nhập khẩu,51000,Đen,,2.0,Diesel,Tự động,,860000000,2009
Hyundai Santafe,,https://www.sanxehot.vn/mua-ban-xe/hyundai-santafe-2wd-2009-16182.html,SUV 7 chỗ,Nhập khẩu,70000,Bạc,,2.0,Xăng,Tự động,,740000000,2009
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-g-20mt-2008-16183.html,7 chỗ đa dụng,Lắp ráp trong nước,85000,Bạc,,2.0,Xăng,Số sàn,,408000000,2008
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-g-20mt-2008-16181.html,7 chỗ đa dụng,Lắp ráp trong nước,9000,Bạc,,2.0,Xăng,Số sàn,,413000000,2008
Mercedes-Benz C-class,,https://www.sanxehot.vn/mua-ban-xe/mercedes-benz-c-class-c250-2012-16180.html,Sedan,Lắp ráp trong nước,30000,Ghi xám,,1.8,Xăng,Tự động,,965000000,2012
Mercedes-Benz C-class,,https://www.sanxehot.vn/mua-ban-xe/mercedes-benz-c-class-c200-2010-16179.html,Sedan,Lắp ráp trong nước,42000,Ghi xám,,1.8,Xăng,Tự động,,615000000,2010
Mercedes-Benz C-class,,https://www.sanxehot.vn/mua-ban-xe/mercedes-benz-c-class-c200-2015-16178.html,Sedan,Lắp ráp trong nước,10000,Trắng,,2.0,Xăng,Tự động,,1420000000,2015
Ford Focus,,https://www.sanxehot.vn/mua-ban-xe/ford-focus-16at-2014-16176.html,Hatchback,Lắp ráp trong nước,19000,Ghi xám,,1.6,Xăng,Tự động,,595000000,2014
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2013-16175.html,SUV 5 chỗ,Lắp ráp trong nước,40000,Đen,,2.4,Xăng,Tự động,,990000000,2013
Mercedes-Benz E-class,,https://www.sanxehot.vn/mua-ban-xe/-mercedes-benz-e400-30at-2013-16174.html,Sedan,Lắp ráp trong nước,40000,Bạc,,3.0,Xăng,Tự động,,1650000000,2013
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-slx-10at-2011-16173.html,Hatchback,Nhập khẩu,40000,Bạc,,1.0,Xăng,Tự động,,295000000,2011
Toyota Altis,,https://www.sanxehot.vn/mua-ban-xe/toyota-altis-g-18at-2006-16172.html,Sedan,Lắp ráp trong nước,2000,Đen,,1.8,Xăng,Tự động,,440000000,2006
Mercedes-Benz C-class,,https://www.sanxehot.vn/mua-ban-xe/mercedes-benz-c-class-c200-2010-16170.html,Sedan,Nhập khẩu,80200,Xanh Đen,,1.8,Xăng,Tự động,,708000000,2010
Mercedes-Benz C-class,,https://www.sanxehot.vn/mua-ban-xe/mercedes-benz-c-class-c250-2011-16169.html,Sedan,Lắp ráp trong nước,70000,Trắng,,1.8,Xăng,Tự động,,915000000,2011
Hyundai i10,,https://www.sanxehot.vn/mua-ban-xe/hyundai-i10-12at-2014-16168.html,Hatchback,Nhập khẩu,15000,Trắng,,1.2,Xăng,Tự động,,390000000,2014
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-at-2011-16167.html,SUV 7 chỗ,Lắp ráp trong nước,75000,Đen,,2.5,Diesel,Tự động,,635000000,2011
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-25at-2009-16166.html,SUV 7 chỗ,Lắp ráp trong nước,101000,Đỏ đô,,2.5,Diesel,Tự động,,595000000,2009
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-25at-2011-16165.html,SUV 7 chỗ,Lắp ráp trong nước,101000,Đen,,2.5,Diesel,Tự động,,640000000,2011
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-mt-2013-16164.html,SUV 7 chỗ,Lắp ráp trong nước,36000,Ghi xám,,,Xăng,Số sàn,,710000000,2013
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-23at-2012--16163.html,SUV 5 chỗ,Lắp ráp trong nước,32000,Ghi xám,,2.3,Xăng,Tự động,,595000000,2012
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-23at-2012--16162.html,SUV 5 chỗ,Lắp ráp trong nước,40000,Bạc,,2.3,Xăng,Tự động,,595000000,2012
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-23at-2012--16161.html,SUV 5 chỗ,Lắp ráp trong nước,32000,Bạc,,2.3,Xăng,Tự động,,595000000,2012
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-23at-2012--16160.html,SUV 5 chỗ,Lắp ráp trong nước,30000,Bạc,,2.3,Xăng,Tự động,,585000000,2012
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-10at-2012-16159.html,Hatchback,Lắp ráp trong nước,72000,Bạc,,1.0,Xăng,Tự động,,235000000,2012
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-xls-at-2010-16158.html,SUV 5 chỗ,Lắp ráp trong nước,22000,Đen,,,Xăng,Tự động,,550000000,2010
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-23at-2009-16157.html,SUV 5 chỗ,Lắp ráp trong nước,82000,Hồng phấn,,2.3,Xăng,Tự động,,515000000,2009
KIA Carnival,,https://www.sanxehot.vn/mua-ban-xe/kia-carnival-27mt-2012-16156.html,SUV 7 chỗ,Lắp ráp trong nước,42000,Bạc,,2.7,Xăng,Số sàn,,550000000,2012
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-23at-2009-16155.html,SUV 5 chỗ,Lắp ráp trong nước,42000,Vàng cát,,2.3,Xăng,Tự động,,525000000,2009
KIA Sorento,,https://www.sanxehot.vn/mua-ban-xe/kia-sorento-24at-2016-16154.html,SUV 7 chỗ,Lắp ráp trong nước,20000,Vàng cát,,2.4,Xăng,Tự động,,915000000,2016
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-30at-2005-16153.html,SUV 5 chỗ,Lắp ráp trong nước,80000,Đen,,3.0,Xăng,Tự động,,275000000,2005
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-at-2009-16152.html,SUV 5 chỗ,Lắp ráp trong nước,70000,Ghi xám,,,Xăng,Tự động,,495000000,2009
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-xlt-at-2010-16151.html,SUV 5 chỗ,Lắp ráp trong nước,70000,Hồng phấn,,,Xăng,Tự động,,586000000,2010
Nissan Sunny,,https://www.sanxehot.vn/mua-ban-xe/nissan-sunny-xl-15mt-2013-15732.html,Sedan,Lắp ráp trong nước,48859,Trắng,,1.5,Xăng,Số sàn,,430000000,2013
Ford Transit,,https://www.sanxehot.vn/mua-ban-xe/ford-transit-mt-2007-16150.html,16 chỗ,Lắp ráp trong nước,180000,Bạc,,,Diesel,Số sàn,,430000000,2007
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2010-16149.html,Sedan,Lắp ráp trong nước,90000,Ghi xám,,1.8,Xăng,Tự động,,420000000,2010
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2007-16148.html,Sedan,Lắp ráp trong nước,88000,Đen,,1.8,Xăng,Tự động,,420000000,2007
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2006-16147.html,Sedan,Lắp ráp trong nước,110000,Đen,,1.8,Xăng,Tự động,,425000000,2006
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18mt-2008-16145.html,Sedan,Lắp ráp trong nước,90000,Bạc,,1.8,Xăng,Số sàn,,420000000,2008
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2008-16143.html,Sedan,Lắp ráp trong nước,76000,Đen,,1.8,Xăng,Tự động,,435000000,2008
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2011-16142.html,Sedan,Lắp ráp trong nước,30000,Đen,,1.8,Xăng,Tự động,,518000000,2011
Nissan Sunny,,https://www.sanxehot.vn/mua-ban-xe/nissan-sunny-xl-15mt-2016-16141.html,Sedan,Lắp ráp trong nước,9500,Đen,,1.5,Xăng,Số sàn,,600000000,2016
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18mt-2008-16140.html,Sedan,Lắp ráp trong nước,52000,Bạc,,1.8,Xăng,Số sàn,,410000000,2008
Ford Ranger,,https://www.sanxehot.vn/mua-ban-xe/ford-ranger-xlt-25mt-2009-16039.html,Bán tải,Lắp ráp trong nước,110000,Đen,,2.5,Diesel,Số sàn,,375000000,2009
Nissan Grand Livina,,https://www.sanxehot.vn/mua-ban-xe/nissan-grand-livina-18at-2010-16139.html,7 chỗ đa dụng,Lắp ráp trong nước,42000,Vàng cát,,1.8,Xăng,Tự động,,465000000,2010
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2009-16138.html,Sedan,Lắp ráp trong nước,80000,Ghi xám,,2.0,Xăng,Tự động,,535000000,2009
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2011-16137.html,Sedan,Lắp ráp trong nước,50000,Bạc,,2.0,Xăng,Tự động,,585000000,2011
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2009-16135.html,Sedan,Lắp ráp trong nước,50000,Trắng,,1.8,Xăng,Tự động,,465000000,2009
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2007-16134.html,Sedan,Lắp ráp trong nước,113000,Bạc,,2.0,Xăng,Tự động,,418000000,2007
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2008-16133.html,Sedan,Lắp ráp trong nước,80000,Bạc,,2.0,Xăng,Tự động,,505000000,2008
Nissan Sunny,,https://www.sanxehot.vn/mua-ban-xe/nissan-sunny-xl-15mt-2014-16132.html,Sedan,Lắp ráp trong nước,38000,Bạc,,1.5,Xăng,Số sàn,,445000000,2014
Nissan Grand Livina,,https://www.sanxehot.vn/mua-ban-xe/nissan-grand-livina-18mt-2012-16130.html,7 chỗ đa dụng,Lắp ráp trong nước,40000,Vàng cát,,1.8,Xăng,Số sàn,,380000000,2012
Nissan Sunny,,https://www.sanxehot.vn/mua-ban-xe/nissan-sunny-xv-15at-2015-16129.html,Sedan,Lắp ráp trong nước,9000,Trắng,,1.5,Xăng,Tự động,,525000000,2015
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2012-16088.html,Sedan,Lắp ráp trong nước,25000,Bạc,,1.8,Xăng,Tự động,,655000000,2012
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/-kia-morning-15mt-2011--16128.html,Hatchback,Lắp ráp trong nước,5000,Xanh da trời,,1.5,Xăng,Số sàn,,269000000,2011
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-20at-2009-16127.html,Hatchback,Lắp ráp trong nước,65000,Bạc,,2.0,Xăng,Tự động,,300000000,2009
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-20mt-2008-16125.html,7 chỗ đa dụng,Lắp ráp trong nước,100000,Ghi xám,,2.0,Xăng,Tự động,,362000000,2008
Toyota Vios,,https://www.sanxehot.vn/mua-ban-xe/toyota-vios-15at-2007-16126.html,Sedan,Lắp ráp trong nước,90000,Ghi xám,,1.5,Xăng,Tự động,,379000000,2007
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-20mt-2009-16124.html,7 chỗ đa dụng,Lắp ráp trong nước,75000,Bạc,,2.0,Xăng,Số sàn,,540000000,2009
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-g-20mt-2009-16123.html,7 chỗ đa dụng,Lắp ráp trong nước,60000,Bạc,,2.0,Xăng,Số sàn,,525000000,2009
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/-toyota-inova-g-20mt-2009-16122.html,7 chỗ đa dụng,Lắp ráp trong nước,140000,Bạc,,2.0,Xăng,Số sàn,,498000000,2009
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-g-20mt-2009-16121.html,7 chỗ đa dụng,Lắp ráp trong nước,60000,Bạc,,2.0,Xăng,Số sàn,,530000000,2009
Toyota Vios,,https://www.sanxehot.vn/mua-ban-xe/toyota-vios-15mt-2010-16120.html,Sedan,Lắp ráp trong nước,7000,Xanh Đen,,1.5,Xăng,Số sàn,,382000000,2010
Hyundai Accent,,https://www.sanxehot.vn/mua-ban-xe/hyundai-accent-14mt-2013-16110.html,Sedan,Nhập khẩu,58000,Trắng,,1.4,Xăng,Số sàn,,482000000,2013
Chevrolet Cruze  ,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-cruze-lt-16mt-2016--16109.html,Sedan,Lắp ráp trong nước,1325,Đen,,1.6,Xăng,Số sàn,,258000000,2016
Chevrolet Matiz ,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-matiz-10at-2009-16107.html,Hatchback,Lắp ráp trong nước,100000,Đỏ,,1.0,Xăng,Tự động,,259000000,2009
Mazda 3,,https://www.sanxehot.vn/mua-ban-xe/mazda-3-15at-2015-16106.html,Sedan,Lắp ráp trong nước,6000,Ghi xám,,1.5,Xăng,Tự động,,705000000,2015
Chevrolet Cruze  ,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-cruze-16mt-2011-16105.html,Sedan,Lắp ráp trong nước,38000,Trắng,,1.6,Xăng,Số sàn,,395000000,2011
Mazda 2,,https://www.sanxehot.vn/mua-ban-xe/mazda-2s-15at-2013-16104.html,Hatchback,Lắp ráp trong nước,27000,Trắng,,1.5,Xăng,Tự động,,495000000,2013
Chevrolet Cruze  ,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-cruze-18mt-2015-16103.html,Sedan,Lắp ráp trong nước,31000,Trắng,,1.8,Xăng,Số sàn,,500000000,2015
Mazda CX-9,,https://www.sanxehot.vn/mua-ban-xe/mazda-cx9-awd-37at-2014-16102.html,SUV 7 chỗ,Nhập khẩu,9400,Đen,,3.7,Xăng,Tự động,,1630000000,2014
Chevrolet Spark,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-spark-10mt-2012-16101.html,Hatchback,Lắp ráp trong nước,96000,Bạc,,,Xăng,Số sàn,,265000000,2012
Mazda 6,,https://www.sanxehot.vn/mua-ban-xe/mazda-6-25at-2004-16100.html,Sedan,Lắp ráp trong nước,133000,Đỏ,,2.5,Xăng,Tự động,,345000000,2004
Mitsubishi Grandis,,https://www.sanxehot.vn/mua-ban-xe/mitsubishi-grandis-24at-2009-16099.html,7 chỗ đa dụng,Lắp ráp trong nước,28978,Đen,,2.4,Xăng,Tự động,,620000000,2009
Mazda 6,,https://www.sanxehot.vn/mua-ban-xe/mazda-6-25at-2014-16098.html,Sedan,Lắp ráp trong nước,11999,Đỏ,,2.5,Xăng,Tự động,,1030000000,2014
Mazda 6,,https://www.sanxehot.vn/mua-ban-xe/mazda-6-25at-2014-16096.html,Sedan,Lắp ráp trong nước,20400,Trắng,,2.5,Xăng,Tự động,,945000000,2014
Chevrolet Cruze  ,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-cruze-ltz-18at-2015-16095.html,Sedan,Lắp ráp trong nước,12300,Trắng,,1.8,Xăng,Tự động,,625000000,2015
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-van-10-at-2013-16029.html,Bán tải,Nhập khẩu,30000,Trắng,,1.0,Xăng,Tự động,,295000000,2013
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-20mt-2008-16093.html,7 chỗ đa dụng,Lắp ráp trong nước,85000,Bạc,,2.0,Xăng,Số sàn,,525000000,2008
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-g-20at-2009-16065.html,7 chỗ đa dụng,Lắp ráp trong nước,72000,Trắng,,2.0,Xăng,Tự động,,525000000,2009
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-20at-2009-16064.html,7 chỗ đa dụng,Lắp ráp trong nước,88000,Vàng cát,,2.0,Xăng,Tự động,,540000000,2009
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-v-20at-2010-16092.html,7 chỗ đa dụng,Lắp ráp trong nước,55000,Bạc,,2.0,Xăng,Tự động,,615000000,2010
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-20mt-2012-16091.html,7 chỗ đa dụng,Lắp ráp trong nước,83000,Bạc,,2.0,Xăng,Số sàn,,645000000,2012
Toyota Fortuner,,https://www.sanxehot.vn/mua-ban-xe/toyota-fortuner-20at-2013--16090.html,SUV 7 chỗ,Lắp ráp trong nước,10000,Bạc,,2.0,Xăng,Tự động,,825000000,2013
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18mt-2008-16087.html,Sedan,Lắp ráp trong nước,64000,Đen,,1.8,Xăng,Số sàn,,420000000,2008
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18mt-2009-16085.html,Sedan,Lắp ráp trong nước,72000,Ghi xám,,1.8,Xăng,Số sàn,,440000000,2009
Nissan Navara,,https://www.sanxehot.vn/mua-ban-xe/nissan-navara-le-25mt-2011-16084.html,Bán tải,Nhập khẩu,32000,Bạc,,2.5,Diesel,Số sàn,,444000000,2011
Chevrolet Spark,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-spark-10mt-2008-15898.html,Hatchback,Lắp ráp trong nước,11000,Vàng cát,,1.0,Xăng,Số sàn,,152000000,2008
Chevrolet Cruze  ,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-cruze-18mt-2015-15897.html,Sedan,Lắp ráp trong nước,21000,Đen,,1.8,Xăng,Số sàn,,525000000,2015
Toyota Vios,,https://www.sanxehot.vn/mua-ban-xe/toyota-vios-g-2015-15532.html,Sedan,Lắp ráp trong nước,29000,Đen,,1.5,Xăng,Tự động,,600000000,2015
Mazda BT-50,,https://www.sanxehot.vn/mua-ban-xe/mazda-bt-50-22at-2016-15469.html,Bán tải,Nhập khẩu,13000,Xanh lá,,2.2,Xăng,Tự động,,615000000,2016
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2013-16081.html,Sedan,Lắp ráp trong nước,29000,Trắng,,2.0,Xăng,Tự động,,725000000,2013
Hyundai Sonata,,https://www.sanxehot.vn/mua-ban-xe/hyundai-sonata-20at-2011-16078.html,Sedan,Nhập khẩu,69500,Đen,,2.0,Xăng,Tự động,,705000000,2011
